TF,Genes,Weights
Bbx,"['Bbx', 'Ccnt2', 'Aifm1', 'Mapkap1', 'Sh3kbp1', 'Tmem9b', 'Terf2ip']","[2.060198285983976, 2.3242262181715168, 1.4957285854840774, 3.3458976155953293, 2.911280273896476, 1.4957285854840774, 1.686179766081939]"
Bclaf1,"['Rnf167', 'Slc25a11', 'Zcchc6', 'Cdc123', 'Gnai3', 'Chmp5', 'Parg', '0610030E20Rik', 'Arid4a', 'Atp5j', 'Dnajc7', 'Mtpn', 'Ppp4c', 'Snx1', 'Gpatch2', 'Srsf5', 'Dda1', 'Sub1', 'Bzw1', 'Krcc1', 'Clk2', 'Ddx5', 'Xpc', 'Zc3h13', 'Vezf1', 'Eif2b2', 'Uqcrh', 'Srgn', 'Zfc3h1', 'Dynlrb1', 'M6pr', 'Puf60', 'Rab8a', 'Taf7', 'Ttc33', 'Myl12b', 'Sart3', 'Golga3', 'Arhgap30', 'Kdm5c', 'Mark3', 'Rbck1', 'Lat', 'Son', 'Smap2', 'Ndufb5', 'Eef1b2', 'Zmynd8', 'Tpp2', 'Tmem128', 'Arhgef3', 'Rabep2', 'Rbms1', 'Stag2', 'Tnfaip8l2', 'Tcof1', 'Cish', 'Fryl', 'Dap', 'Ctsw', 'Cd96', 'Oxr1', 'Klhl6', 'Ddx23', 'Use1', 'Cript', 'Uvrag', 'Sirt7', 'Ostf1', 'Cog4', 'Zkscan3', 'Ptpn6', 'Cwc25', 'Acot7', 'Cd247', 'Slc3a2', 'Nup214', 'Park7', 'Fkbp3', 'Rhoh', 'Snx3', 'Atp8b4', 'Jak1', 'Traf3ip3', 'Clns1a', 'Nol7', 'Dnajc2', 'Itgb1', 'Maf1', 'Fip1l1', 'Mbnl1', 'Nop58', 'Sit1', 'Camk2d', 'Tgoln1', 'Cdc42se1', 'Stt3a', 'Cops3', 'Bclaf1', 'Sdcbp', 'Lgals3', 'Slc9a9', 'Ccdc88b', 'Fam105a', 'Fus', '4933427D14Rik', 'Fcho2', 'Tox4', 'Avl9', 'Dcaf11', 'Dhx15', 'L3mbtl3', 'Rabgap1l', 'Nemf', 'Nsun2', 'B230219D22Rik', 'Kdm4c', 'C1qbp', 'Pcmt1', 'Cwc27', 'Rsrc1', 'Cdkn2c', 'Ubap2l', 'Rsbn1l', 'Srsf7', 'Cep250', 'Rspry1', 'Lrmp', 'Sla', 'Mrpl28', 'St6galnac3', 'Cxcr6', 'Fam13b', 'Plekhf1', 'Mrps23', 'Copz1', 'Itgb7', 'Snx17', 'Eif1ax', 'Sdha', 'Pja1', 'Papola', 'Helz', 'BC005624', 'Srsf11', 'Trip11', 'Prdx6', 'Map3k2', 'Tspan31', 'Trip12', 'Arpc2', 'Ywhab', 'Psma6', 'Rer1', 'Thumpd3', 'Snrpb2', 'Tbrg1', 'Rapgef6', 'Naa35', 'Mlec', 'Actr2', 'S1pr4', 'Kdm5a', 'Stk4', 'Psmd14', 'Rab24', 'Tsc22d4', 'Exosc3', 'Setbp1', 'Sbno1', 'Il2rg', 'Pde4b', 'Hnrnpu', 'Vps37b', 'Rchy1', 'Eif3m', 'Exosc4', 'Abi1', 'Dnmt1', 'Icam1', 'Adipor1', 'Lrrfip1', 'Smarca2', 'Pak1ip1', 'Sugt1', 'Mdm4', 'Cd48', 'Tox', 'Flot1', 'Sash3', 'Mrpl13', 'Plec', 'Zranb2', 'Fam49a', 'Esco1', 'Mtf2', 'Tbx21', 'Atp5a1', 'Cfdp1', 'Ccdc47', 'Grap2', 'Rap1b', 'Prkcq', 'Dennd2d', 'Cdc42', 'Irf1', 'Vcpip1', 'Coro1b', 'Cct2', 'Tex261', 'Cnst', 'Cd53', 'Zfp292', 'Tnik', 'Fyn', 'Sdccag8', 'Birc6', 'Prdm2', '1810058I24Rik', 'Pld3', 'Tax1bp1', 'Fgfr1op2', 'Msn', 'Laptm5', 'Ptpn11', 'Rasa3', 'Rad50', 'Bnip2', 'Capza2', 'Rpl8', 'Far1', 'Ptprc', 'Dock2', 'Armc7', 'Copb2', '2810004N23Rik', 'Pdrg1', 'Ddx39', 'Cyld', 'Srrm1', 'Hist1h1e', 'Bag1', 'Armc1', 'Dad1', 'Txnrd1', 'Madd', 'Hsph1', 'Tlk1', 'Psmb9', 'Fam76b', 'Phip', 'Fam98b', 'Atxn10', 'Trpm7', 'Eif5b', 'Srrm2', 'Bub3', 'Setx', 'Arid4b', 'Cetn3', 'Chd6', 'Mical1', 'Ikzf3', 'Dek', 'Ddx6', 'Smc3', 'Rbm5', 'Cdkn1b', 'Ociad1', 'Baz1b', 'Usp48', 'Ppp6r3', 'Atp1b3', 'Numa1', 'Klf3', 'Atp6v0d1', 'Sbds', 'Chd9', 'Inpp1', 'Ssr2', 'Ahi1', 'Arpc5', 'Med30', 'Thoc7', 'Ube2k', 'Fubp1', 'Zc3h7a', 'Mysm1', 'Syf2', 'Zfp707', 'Hspa5', 'Ptprcap', 'Vps36', 'Lancl1', 'Nxf1', 'Wbp1', 'Slc25a4', 'Ralbp1', 'Me2', 'Smc1a', 'Gabarap', 'Cbx1', 'Sh3glb1', 'Thoc2', 'Rpa2', 'Txlna', 'Srp19', 'Ddx27', 'Mrpl24', 'Ube2g2', 'Stx8', 'Ddx24', 'Ehd4', 'Atp5b', 'Fam189b', 'Napa', 'Pbxip1', 'Ranbp1', 'Cox7a2l', 'Cd47', 'Itgb1bp1', 'Dnajc3', 'Fis1', 'Map2k2', 'Cd160', 'Cd6', 'Prr13', 'Kdm3b', 'Rexo2', 'Itch', '2210016F16Rik', 'Asrgl1', 'Klhl9', 'Commd8', 'Dcp2', 'Ccdc124', 'Prf1', 'Abcb4', 'Gzma', 'Med10', 'Appl1', 'Hsp90b1', 'Tmem120a', 'Eif3a', 'AB124611', 'Nol8', 'Irf9', 'Ecsit', 'Slc35b1', 'Lsp1', 'Rsf1', 'Gbp8', 'Ctse', 'Idh3g', 'Ilf2', 'Nap1l4', 'Drg1', 'Ndufb8', 'B3gnt5', '1110004F10Rik', 'Cops6', 'Nom1', 'Pfdn2', 'Tmem50a', 'Itk', 'Fastk', 'Edf1', 'Gem', 'D3Ertd751e', 'Dhx29', 'Gnptg', 'Vim', 'Arhgap10', 'Rpn1', 'Lrch3', 'Mier2', 'Pxk', 'Ergic2', 'Psmb6', 'Fam32a', 'Ikbkb', 'Strap', 'Utrn', 'Lsm10', 'Fndc3a', 'Vamp4', 'Pigk', 'Man1a2', 'Ezr', 'Gimap8', 'Uqcrc1', 'Tspan13', 'Rassf5', 'Chd8', 'Klrd1', 'Actl6a', 'Med28', 'Cyc1', 'Emb', 'Lsm4', 'Egln2', 'Samd9l', 'Rbm27', 'Il10ra', 'Anp32e']","[7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 2.104860262135696, 7.395083745053887, 1.8689808241270671, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 2.7734294787529046, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 2.104860262135696, 5.9953882931716524, 7.395083745053887, 2.00253675024974, 1.99864425985051, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 2.6327046317216105, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 2.7734294787529046, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 1.99864425985051, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 2.7734294787529046, 2.7734294787529046, 0.5811815728277487, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 2.7734294787529046, 1.99864425985051, 5.9953882931716524, 0.9413705528932688, 5.9953882931716524, 7.395083745053887, 1.2775257394355886, 1.3010369814724525, 1.8779986689810697, 2.7734294787529046, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 1.8689808241270671, 2.104860262135696, 7.395083745053887, 5.9953882931716524, 1.6322619494677046, 5.9953882931716524, 2.104860262135696, 1.3010369814724525, 7.395083745053887, 1.9990430610610967, 5.9953882931716524, 2.00253675024974, 2.00253675024974, 2.104860262135696, 5.9953882931716524, 5.9953882931716524, 2.00253675024974, 5.9953882931716524, 5.9953882931716524, 3.6179102552480535, 7.395083745053887, 2.7734294787529046, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 7.395083745053887, 2.00253675024974, 7.395083745053887, 7.395083745053887, 2.00253675024974, 7.395083745053887, 7.395083745053887, 1.99864425985051, 7.395083745053887, 7.395083745053887, 1.99864425985051, 7.395083745053887, 7.395083745053887, 2.104860262135696, 1.8779986689810697, 2.104860262135696, 2.104860262135696, 7.395083745053887, 7.395083745053887, 5.9953882931716524, 2.00253675024974, 7.395083745053887, 2.104860262135696, 2.00253675024974, 2.104860262135696, 7.395083745053887, 2.104860262135696, 2.104860262135696, 2.7734294787529046, 7.395083745053887, 2.104860262135696, 7.395083745053887, 1.99864425985051, 2.104860262135696, 2.104860262135696, 2.104860262135696, 1.386581846606379, 2.104860262135696, 7.395083745053887, 1.99864425985051, 7.395083745053887, 2.104860262135696, 2.104860262135696, 2.00253675024974, 2.104860262135696, 7.395083745053887, 1.8689808241270671, 7.395083745053887, 1.386581846606379, 1.8779986689810697, 2.104860262135696, 7.395083745053887, 7.395083745053887, 2.104860262135696, 7.395083745053887, 2.104860262135696, 5.9953882931716524, 2.104860262135696, 2.104860262135696, 2.104860262135696, 2.00253675024974, 7.395083745053887, 2.104860262135696, 2.00253675024974, 2.00253675024974, 2.104860262135696, 1.99864425985051, 2.00253675024974, 1.8779986689810697, 2.00253675024974, 2.104860262135696, 2.104860262135696, 2.104860262135696, 5.9953882931716524, 1.99864425985051, 1.99864425985051, 1.99864425985051, 5.9953882931716524, 2.00253675024974, 2.104860262135696, 2.7734294787529046, 1.0, 5.9953882931716524, 0.653165490869823, 2.7734294787529046, 1.99864425985051, 1.99864425985051, 2.104860262135696, 1.99864425985051, 2.104860262135696, 1.99864425985051, 7.395083745053887, 1.99864425985051, 2.104860262135696, 1.4073679762618492, 1.99864425985051, 1.99864425985051, 2.00253675024974, 2.104860262135696, 1.99864425985051, 1.8779986689810697, 2.00253675024974, 2.104860262135696, 1.99864425985051, 2.104860262135696, 2.104860262135696, 1.4073679762618492, 2.104860262135696, 1.2214010716875523, 7.395083745053887, 7.395083745053887, 1.0276788640808785, 1.2775257394355886, 2.00253675024974, 1.8779986689810697, 2.00253675024974, 1.99864425985051, 1.99864425985051, 1.6322619494677046, 1.7382389665746392, 2.00253675024974, 2.00253675024974, 1.2775257394355886, 2.00253675024974, 1.4073679762618492, 7.395083745053887, 2.104860262135696, 2.00253675024974, 0.9976083836386738, 1.8779986689810697, 0.7834974495227371, 1.2775257394355886, 1.99864425985051, 0.1909328868805071, 2.104860262135696, 2.7734294787529046, 1.6322619494677046, 1.7382389665746392, 1.6322619494677046, 2.00253675024974, 2.7734294787529046, 2.7734294787529046, 2.7734294787529046, 1.8779986689810697, 0.6426566130594, 2.7734294787529046, 0.18599044779817467, 1.8689808241270671, 7.395083745053887, 2.104860262135696, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 7.395083745053887, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 1.2775257394355886, 3.6179102552480535, 2.104860262135696, 2.104860262135696, 2.9521443881192893, 2.7734294787529046, 1.386581846606379, 5.9953882931716524, 5.9953882931716524, 5.9953882931716524, 2.104860262135696, 1.8779986689810697, 1.99864425985051, 2.104860262135696, 1.0276788640808785, 1.2214010716875523, 2.7734294787529046, 2.7734294787529046, 2.104860262135696, 2.00253675024974, 5.9953882931716524, 2.9521443881192893, 2.00253675024974, 2.7734294787529046, 1.99864425985051, 1.99864425985051, 2.00253675024974, 5.9953882931716524, 2.00253675024974, 2.104860262135696, 2.00253675024974, 2.104860262135696, 2.104860262135696, 1.386581846606379, 1.99864425985051, 1.7382389665746392, 0.7834974495227371, 2.00253675024974, 0.29015309575097825, 2.104860262135696, 2.00253675024974, 2.00253675024974, 2.104860262135696, 1.8779986689810697, 1.4073679762618492, 2.00253675024974, 0.5508590332207948, 2.00253675024974, 1.99864425985051, 2.104860262135696, 1.8779986689810697, 0.9381735659900864, 1.6322619494677046, 2.104860262135696, 1.99864425985051, 1.2775257394355886, 5.9953882931716524, 1.2775257394355886, 1.99864425985051, 0.5285135672412116, 0.5466292216430205, 2.00253675024974, 1.2214010716875523, 1.6322619494677046, 0.5811815728277487, 2.00253675024974, 5.9953882931716524, 1.99864425985051, 1.7382389665746392, 2.00253675024974, 1.7382389665746392, 2.104860262135696, 2.104860262135696, 1.8779986689810697, 1.8779986689810697, 1.99864425985051, 1.99864425985051, 1.2775257394355886, 1.99864425985051, 0.07551985211959532, 0.3543189730044368, 2.7734294787529046, 1.8779986689810697, 1.6322619494677046, 1.8689808241270671, 1.6322619494677046, 2.104860262135696, 1.8779986689810697, 1.99864425985051, 0.21475519722409894, 0.15570161539472666, 0.5811815728277487]"
Bdp1,"['Tia1', 'Dhx16', 'Cnot4', 'Glmn', 'Bdp1', 'Wdr43', 'Tk2', 'Ctsb', 'Idh3a', 'Med4', 'Ttc4', 'Vamp8', 'Chmp2a', 'Baz1b', 'Spag9', 'Sh3bgrl3', 'Setd5', 'Dguok', 'Abi1', 'Isg20', 'Fam172a', 'Tspan13', 'Tpm4', 'Dcun1d5', 'Rps6kb1', 'Sh3glb1', 'Bnip2', 'Sept7', 'Nr4a2', 'Macf1', 'Ezr', 'Gpcpd1', 'Hspa4', 'Sla2', 'Wdr33', 'Snrnp70', 'Upf2', 'Cbx1', 'Srrm1', 'Eif4g1', 'Srek1', 'Zcchc11', 'Trim30d', 'Cep250', 'Cyc1', 'Taok3', 'Wasf2', 'Arpc5', 'Raf1', 'Lrp10', 'Myh9', 'Crcp', 'Kif13b', 'Pfdn2', 'Usp8', 'Hmox2', 'Cox5a', 'Msn', 'Ier2', 'Lax1', 'Ddx55', 'Psmd12', 'Ogt', 'Psmd7', 'Itgb1', 'Atp5a1', 'Itgb7', 'Ppig', 'Prrc2b', 'Sh2d3c', 'Ldha', 'Ostc', 'Tmbim6', 'Rnf216', 'Tapbp', 'Sbno1', 'Rab10', 'Lck', 'Hsp90ab1', 'Arhgap10', 'Leprotl1', 'Fnbp1', 'Dpp8', 'Osbpl8', 'Stk10', 'Cdipt', 'Msh2', 'Tax1bp1', 'Scamp2']","[3.396900988681628, 4.25390834636052, 2.9442817583065497, 2.9442817583065497, 4.25390834636052, 2.7426705736307073, 2.7426705736307073, 2.279473429211338, 1.1239218654654863, 4.25390834636052, 1.6184317230414826, 4.25390834636052, 1.7756232444772024, 2.9442817583065497, 3.396900988681628, 2.9442817583065497, 1.2753021895072278, 1.0, 2.279473429211338, 4.25390834636052, 1.7756232444772024, 1.0213066437013525, 1.2753021895072278, 3.396900988681628, 3.396900988681628, 2.279473429211338, 2.9442817583065497, 1.1239218654654863, 4.25390834636052, 2.7426705736307073, 1.6921888078722245, 1.2753021895072278, 0.10774207243815356, 0.8357378122426484, 1.6921888078722245, 0.12516746351546545, 0.4797979809126381, 0.5091828937108731, 0.2966086605392613, 0.4797979809126381, 0.3903605087937617, 0.4797979809126381, 0.8439755452310425, 0.8695667737852081, 0.6506644019405747, 0.6605673963932436, 0.6147849865669592, 3.396900988681628, 0.884670986912145, 0.6605673963932436, 0.9513906078905632, 0.5623562513136304, 0.6147849865669592, 2.7426705736307073, 0.8695667737852081, 1.6921888078722245, 0.9513906078905632, 3.396900988681628, 1.0028885015634863, 2.9442817583065497, 1.2753021895072278, 1.0, 0.5623562513136304, 2.7426705736307073, 2.279473429211338, 0.3221374854422154, 1.2753021895072278, 2.9442817583065497, 0.2965438191766976, 0.3143082431501376, 0.15175046196290665, 1.0, 0.884670986912145, 0.9427078127959688, 0.1602063014017532, 0.6506644019405747, 0.6147849865669592, 0.884670986912145, 0.1483998282499973, 0.4403567474366087, 0.3221374854422154, 1.0, 2.7426705736307073, 2.279473429211338, 0.3065520092466265, 3.396900988681628, 2.9442817583065497, 0.7062034566232988, 0.3065520092466265]"
