TF,Genes,Weights
Bbx,"['Bbx', 'Ddx6', 'Smap2', 'Hp1bp3', 'Il16', 'Kcnh2', 'Rbms1', 'Pik3r1', 'C1d']","[1.2232851077107918, 6.398805922128693, 2.1751188814013096, 1.2232851077107918, 1.5921213133734156, 6.398805922128693, 2.1751188814013096, 2.1751188814013096, 1.5921213133734156]"
Bclaf1,"['Tmem208', 'Chd2', 'Rer1', 'Limd2', 'Rab24', 'Med8', 'Snrpb2', 'Zfp512', 'Arid4a', 'Cdk11b', 'Use1', 'Ngdn', 'Mrpl3', 'Eif4g1', 'Dok2', 'Pak1ip1', 'Dhps', 'Hsp90ab1', 'Slc25a1', 'Cog4', 'Dnmt1', 'Cdc42ep3', 'Rbms1', 'Mfng', 'Grap', 'Pcnt', 'Eif4g2', 'Hp1bp3', 'Zbtb38', 'Clk4', 'Sdf4', 'Nr3c1', 'Gsk3b', 'Esco1', 'Raf1', 'Stag1', 'Col4a3bp', 'Ppp6r3', 'Jtb', 'Asxl2', 'Cd53', 'Dock2', 'Sike1', 'Nrf1', 'Prkcq', 'Mef2a', 'Ikzf3', 'Bclaf1', 'Ssu72', 'Arhgap30', 'Zcchc6', 'Ywhab', 'Lat', 'Gnai2', 'Cdipt', 'Uspl1', 'Kdm5a', 'Tspan32', 'Etf1', 'Mtpn', 'Arhgdib', 'Nufip2', 'Ttf1', 'Cyfip2', 'S1pr4', 'Ahnak', 'Slu7', 'Dctn5', 'Tpm4', 'Myl12b', 'Ablim1', 'Eif3d', 'Tnfaip8l2', 'Gpr65', 'Fam49a', 'Atp8b4', 'Sla2', 'Cd8a', 'Jak1', 'Hectd1', 'Msn', 'Zranb2', 'Spg21', 'Ppil2', 'Celf1', 'Chmp2a', 'Rabep2', 'Acbd5', 'Taok3', 'Ttc14', 'Pmm2', 'Lman2', 'Psmc2', 'H2afy', 'Fxyd5', 'Rnf6', 'Ndufb5', 'Dock11', 'Mrpl18', 'Aftph', 'Top3b', 'Trim21', 'Atp5a1', 'Ttc9c', 'Ndufs2', 'Psmd6', 'Gcc2', 'Irf1', 'Psmc5', 'Snrpb', 'Zkscan3', 'Rala', 'Rab2a', 'Tmem128', 'Zc3h13', 'Dnajc1', 'Tax1bp1', 'Hsbp1', 'Lcp2', 'Ing1', 'Tm9sf3', 'Surf4', 'Sec22b', 'Ptpn6', 'Rae1', 'Mapre2', 'Traf1', 'Creb1', 'Lgals3', 'Hcst', 'Elk4', 'Itga4', 'Zfp518a', 'Pum1', 'Bnip2', 'Cope', 'Plec', 'Rnf20', 'Sugt1', 'Glyr1', 'Git2', 'Sf3b5', 'Ppp1r10', 'Birc6', 'Nsd1', 'Rab14', 'Adipor1', 'Clta', 'Brd2', 'Sp3', 'Chd9', 'Hnrnpc', 'Rap2b', 'Denr', 'Krcc1', 'Uba1', 'Zfx', 'Ddx6', 'Naa15', 'Rsrc2', 'Ccnd2', 'Aldoa', 'Park7', 'Rbm39', 'Ccdc88c', 'Rgs19', 'Rbmx', 'Chn2', 'Itsn2', 'Eif5', 'Prkar1a', 'Papola', 'Fastk', 'Arid4b', 'Rplp0', 'Kif5b', 'Rab10', 'Anp32a', 'Atad2', 'Cops3', 'Chd4', 'Srgn', 'Eif3g', 'Pik3c3', 'Icam1', 'Smu1', 'Med10', 'Syf2', 'Adam10', 'Appl1', 'Gpr174', 'Pnn', 'Psmc6', 'Ugp2', 'Txnl1', 'Atp6v0a2', 'Exosc2', 'Pkn2', 'Efhd2', 'Ubap2l', 'Ergic2', 'Parp14', 'Dync1li2', 'Inpp1', 'Sp100', 'Cd72', 'Cbx5', 'Eif3l', 'Xpc', 'Psmd12', 'Ltv1', 'Utp3', 'Psmd8', 'Gpatch8', 'Copb2', 'Bag1', 'Slc50a1', 'Lck', 'Ms4a6b', 'Capzb', 'Tcf25', 'Ptpn11', 'Nol7', 'Prf1', 'St13', 'Tbc1d15', 'Smc1a', 'Icos', 'Fundc2', 'Ccl4', 'Ogfr', 'Ildr1', 'Chchd3', 'Pja1', 'Cdc42', 'Napa', 'Terf1', 'Rsf1', 'Opa1', 'Abcf1', 'Psmd4', 'Stk38', 'Atp5g3', 'Spcs2', 'Pspc1', 'Copb1', 'Samhd1', 'Fam13b', 'Hint1', 'Cd47', 'Itgb1bp1', 'Tmed3', 'Pdcd4', 'Rbm17', 'Snrnp40', 'B3gnt5', 'Ube2l3', 'L3mbtl3', '1110004F10Rik', 'Ostc', 'Calm2', 'Atp5b', 'Nom1', 'Nemf', 'Ppp1r15b', 'Gpr18', 'Lgals3bp', 'Cst7', 'Psip1', 'Itk', 'Hscb', 'Cd160', 'Gtf3c6', 'Ccdc124', 'Luc7l3', 'Tmed5', 'Zfp207', 'Ube3a', 'Pfdn2', 'Camk2d', 'Tmem126a', 'Pdia6', 'Ubxn4', 'Commd8', 'Smc5', 'Dhx9', 'Cops6', 'Rheb', 'Acot13', 'Map2k2', 'Tmem50a', 'Dcp2', 'C1qbp', 'Ndufs4', 'Ndufv1', 'Rora', 'Srsf11', 'Atp2b1', 'Usp25', 'Derl2', 'Prkca', 'Klf6', 'Pip4k2a', 'Ly75', 'Lgals9', 'Rpn2', 'Tmem167', 'Akr1b10', 'Txnl4a', 'Sh2d3c', 'Tcp11l2', 'Anxa2', 'Chd8', 'Trim30d', 'Nudt16', 'Cndp2', 'Osbpl8', 'Rasa3', 'Gpr55', 'Chd6', 'Sdha', 'Dap', 'Cdc40', 'Utrn', 'Uqcrc1', 'Peli1', 'Fam49b', 'Atp1b3', 'Fam3c', 'Tmem87b', 'Rbm6', 'Scamp2', 'Sertad3', 'Emb', 'Trpm7', 'Cd52', 'Arl13b', 'Ctse', 'Mrpl28', 'Med28', 'Mphosph8', 'Cyc1', 'Cd8b1', 'Setx', 'Cxcr6', 'Fubp1']","[1.6966247101701355, 1.776945002811856, 1.616920403906544, 1.616920403906544, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.776945002811856, 1.6966247101701355, 1.6966247101701355, 1.776945002811856, 1.776945002811856, 1.616920403906544, 1.6966247101701355, 1.616920403906544, 1.776945002811856, 1.776945002811856, 1.776945002811856, 1.6966247101701355, 1.6966247101701355, 1.776945002811856, 1.8211459735119135, 1.6966247101701355, 1.4530478225657508, 1.776945002811856, 1.386515310243058, 1.386515310243058, 1.386515310243058, 1.6966247101701355, 1.6966247101701355, 1.0082735481475844, 1.6966247101701355, 3.799040713176841, 1.6966247101701355, 1.0082735481475844, 1.6966247101701355, 0.7342930807494217, 1.6966247101701355, 1.0541017771620644, 1.776945002811856, 1.6966247101701355, 1.776945002811856, 1.776945002811856, 1.6966247101701355, 1.2879003932145447, 1.776945002811856, 1.776945002811856, 1.776945002811856, 1.1098265763782629, 1.6966247101701355, 1.6966247101701355, 1.616920403906544, 1.6966247101701355, 1.616920403906544, 1.4530478225657508, 1.616920403906544, 1.6966247101701355, 1.616920403906544, 1.6966247101701355, 1.616920403906544, 1.4530478225657508, 1.4372979998613375, 1.6966247101701355, 1.6966247101701355, 1.616920403906544, 1.6966247101701355, 1.4530478225657508, 1.616920403906544, 1.6966247101701355, 1.6966247101701355, 1.4530478225657508, 1.776945002811856, 1.616920403906544, 1.6966247101701355, 0.9582815390299024, 1.6966247101701355, 1.616920403906544, 1.0541017771620644, 0.19599305383177776, 0.4374445292899697, 0.9582815390299024, 1.616920403906544, 0.6783325110042423, 1.616920403906544, 1.6966247101701355, 1.4372979998613375, 1.6966247101701355, 1.616920403906544, 1.4530478225657508, 1.616920403906544, 1.0541017771620644, 1.6966247101701355, 1.776945002811856, 0.9502869877480941, 1.4530478225657508, 1.4372979998613375, 1.616920403906544, 1.4372979998613375, 1.616920403906544, 1.6966247101701355, 1.6966247101701355, 1.616920403906544, 1.4530478225657508, 0.9502869877480941, 1.6966247101701355, 1.616920403906544, 1.776945002811856, 1.6966247101701355, 1.6966247101701355, 1.616920403906544, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.616920403906544, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.616920403906544, 1.0616371461446723, 1.6966247101701355, 0.9433210815761964, 1.4530478225657508, 0.9502869877480941, 1.0082735481475844, 1.776945002811856, 1.4530478225657508, 1.6966247101701355, 1.6966247101701355, 1.4530478225657508, 1.6966247101701355, 0.7000797706869301, 1.6966247101701355, 1.6966247101701355, 1.776945002811856, 1.6966247101701355, 1.776945002811856, 1.0082735481475844, 1.776945002811856, 1.776945002811856, 1.776945002811856, 1.6966247101701355, 0.9502869877480941, 1.0, 0.9502869877480941, 1.776945002811856, 1.4530478225657508, 1.776945002811856, 1.6966247101701355, 1.776945002811856, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.4530478225657508, 0.6092018713331537, 1.386515310243058, 1.616920403906544, 1.4372979998613375, 1.616920403906544, 1.6966247101701355, 0.8642422713517841, 1.616920403906544, 1.0, 1.4530478225657508, 0.7342930807494217, 1.0616371461446723, 1.616920403906544, 0.9238874657617088, 1.6966247101701355, 1.776945002811856, 0.3524485049542364, 0.9502869877480941, 0.2811334075286368, 1.0, 1.6966247101701355, 0.1523152474414005, 1.776945002811856, 1.6966247101701355, 1.4372979998613375, 1.776945002811856, 1.616920403906544, 1.776945002811856, 1.776945002811856, 1.6966247101701355, 1.6966247101701355, 1.776945002811856, 1.776945002811856, 1.6966247101701355, 1.776945002811856, 1.776945002811856, 1.776945002811856, 1.776945002811856, 1.776945002811856, 1.776945002811856, 1.4530478225657508, 1.2879003932145447, 1.4372979998613375, 1.6966247101701355, 1.6966247101701355, 1.0541017771620644, 1.6966247101701355, 1.4372979998613375, 0.9433210815761964, 0.9502869877480941, 1.6966247101701355, 1.616920403906544, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.616920403906544, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 1.0541017771620644, 1.6966247101701355, 1.6966247101701355, 1.4372979998613375, 1.776945002811856, 1.0, 1.6966247101701355, 0.6783325110042423, 0.9582815390299024, 0.11482998447357674, 1.6966247101701355, 1.2879003932145447, 1.6966247101701355, 1.0, 1.0541017771620644, 1.6966247101701355, 0.04186719449041279, 1.4372979998613375, 1.6966247101701355, 1.616920403906544, 1.616920403906544, 1.6966247101701355, 1.0082735481475844, 1.4372979998613375, 1.4530478225657508, 1.6966247101701355, 1.4530478225657508, 0.2811334075286368, 1.4372979998613375, 0.2112443826675241, 1.616920403906544, 1.6966247101701355, 1.6966247101701355, 1.6966247101701355, 0.9433210815761964, 1.4530478225657508, 0.02725413054684235, 1.4372979998613375, 1.4372979998613375, 1.6966247101701355, 1.0, 0.7000797706869301, 0.9502869877480941, 1.2879003932145447, 1.776945002811856, 1.2879003932145447, 1.0541017771620644, 0.12959888833824787, 0.5185794000854629, 0.9502869877480941, 1.616920403906544, 1.0616371461446723, 0.4374445292899697, 0.4062038645484981, 3.799040713176841, 0.7165305022537487, 0.5179446055374806, 1.0082735481475844, 0.5185794000854629, 1.6966247101701355, 1.6966247101701355, 1.0541017771620644, 0.8642422713517841, 0.14611315583425924, 0.8642422713517841, 0.9433210815761964, 0.05565698337199181, 0.8642422713517841, 0.5185794000854629, 0.01863806126694409, 0.09637450591501323, 1.0541017771620644, 1.0541017771620644, 0.7165305022537487, 0.7165305022537487, 1.6966247101701355, 1.0, 1.0541017771620644, 0.9582815390299024, 1.4530478225657508, 0.1904279761700333, 0.5179446055374806, 0.7342930807494217, 0.5185794000854629, 1.0541017771620644, 1.6966247101701355, 1.4530478225657508, 1.4372979998613375, 1.6966247101701355, 1.6966247101701355, 0.8642422713517841, 1.6966247101701355, 0.7165305022537487, 1.0541017771620644, 1.4530478225657508, 1.4530478225657508, 0.7342930807494217, 0.9433210815761964, 1.4530478225657508, 0.4062038645484981, 0.7000797706869301, 0.11482998447357674, 0.3524485049542364, 0.9502869877480941, 0.5185794000854629, 0.30353784621674273, 0.9502869877480941, 0.5185794000854629, 1.6966247101701355, 0.9433210815761964, 1.6966247101701355, 1.0, 0.3256487658137599, 1.6966247101701355, 1.776945002811856, 0.5185794000854629, 0.5185794000854629, 0.5005521075845324, 1.0082735481475844, 1.4372979998613375, 1.6966247101701355, 0.11482998447357674, 0.5005521075845324, 0.12959888833824787]"
Bdp1,"['Txnl1', 'Baz2b', 'Hnrnpa2b1', 'Pibf1', 'Stk38', 'Uba2', 'Eif4g2', 'Derl1', 'Ccdc50', 'Rbbp4', 'Rbm6', 'Mrpl18', 'Rnf219', 'Cast', 'Cdk2ap2', 'Cnot4', 'Ilf2', 'Fip1l1', 'Pdcd4', 'Luc7l3', 'Eif3d', 'Cops3', 'Ctsb', 'Bdp1', 'Atp6v0e', 'Cd28', 'Golga5', 'Actr8', 'Ptpn11', 'Myh9', 'Trpm7', 'Hsp90ab1', 'Itgb1', 'Rbck1', 'Eif4g1', 'Bnip2', 'Terf2ip', 'Uqcrh', 'Rtf1', 'Gpcpd1', 'Zcchc11', 'Nucks1', 'Cd48', 'Psmd7']","[1.059724165889201, 2.2828048046312484, 4.181149720172286, 1.222702802563754, 1.1917836067610772, 0.5208748754074902, 1.2619458720004992, 0.5548100626395343, 0.762234452668529, 2.1510014926368393, 3.137878949630002, 1.444473061242041, 0.8194626348529209, 0.7724020329325499, 0.9791806777499792, 1.0, 3.137878949630002, 4.681754800632566, 4.681754800632566, 2.2828048046312484, 4.681754800632566, 4.681754800632566, 4.681754800632566, 4.181149720172286, 1.4386288293562188, 1.8351054451862308, 2.8553052093278697, 4.681754800632566, 3.137878949630002, 4.681754800632566, 3.137878949630002, 1.444473061242041, 4.681754800632566, 4.681754800632566, 3.137878949630002, 4.681754800632566, 2.1510014926368393, 2.1510014926368393, 4.181149720172286, 2.1510014926368393, 3.137878949630002, 0.8194626348529209, 0.6764275080545319, 4.681754800632566]"
Bhlhe40,"['Rer1', 'Vps4b', 'Pja2', 'Leprotl1', 'Pdcd6', 'Zfc3h1', 'Etf1', 'Rela', 'Puf60', 'Prpf38b', 'Psma6', 'Exoc3', 'Wdr1', 'Ndufa8', 'Tlk1', 'Lpxn', 'Tmed3', 'Atp5j', 'Hsp90ab1', 'Git2', 'Eapp', 'Arid4b', 'Mcm3ap', 'Tnik', 'Snrnp27', 'Scamp3', 'Trp53', 'Derl1', 'Mllt10', 'Ubr5', 'Slc9a3r1', 'Cct4', 'Lef1', 'D3Ertd751e', 'Casp8ap2', 'Arl4a', 'Enpp4', 'Polr2b', 'Ncapd3', 'Timm13', 'Tspan31', 'Rars', 'Golga1', 'Snrpb', 'Ebna1bp2', 'Actr2', 'Emg1', 'Gas5', 'Fam172a', 'Eif3m', 'BC004004', 'Gpatch2', 'Lrp10', 'Dnajc7', 'Gtpbp4', 'Thumpd3', 'Gtf2f1', 'Ppil2', 'Uvrag', 'Poldip3', 'Dars', 'Rbck1', 'Utp23', 'Top3b', 'Sec13', 'Exosc4', 'Xrn2', 'Paip2', 'Pak1ip1', 'Sec22b', 'Trim21', 'Bscl2', 'Pmm2', 'Tcp1', 'Bdp1', 'Fam96a', 'Gcc2', 'Tmem167', 'Safb', 'Spop', 'Rbbp5', 'Smchd1', 'Csnk1a1', 'Yeats4', 'Alg5', 'Eif5b', 'Hspa9', 'Id2', 'Tox', 'Unc50', 'Ptger4', 'Bag5', 'Rdx', 'Gnai2', 'Top1', 'Ptpn4', 'Rnf20', 'Cwc15', 'Usp16', 'Elk4', 'Tln1', 'Elovl1', 'Chmp1b', 'Zfp830', 'Arhgef3', 'Rps5', 'Agpat3', 'Cyfip2', 'Arhgap30', 'Ikzf1', 'Gna15', 'Tmem57', 'Zfp518a', 'Tprgl', 'Eif3g', 'Icam1', 'Ube2g2', 'Srp19', 'Txndc17', 'Gdi2', 'Fam98b', 'Ilf2', 'Bhlhe40', 'Commd3', 'Sytl2', 'Chn2', 'Ccnh', 'Atp6v0e', 'Nmi', 'Man1a', 'Apip', 'Glod4', 'Yaf2', 'Eif3h', 'Eif3c', 'Il2rg', 'Faf2', 'Idh3a', 'Ddx24', 'Tmbim6', 'Crnkl1', 'Mak16', 'Necap2', 'St13', 'Cdk2ap2', 'Mdh1', 'Rnf181', 'Rab18', 'Vps41', 'Mrps26', 'Cuta', 'Slc39a6', 'Eea1', 'Fundc2', 'Aggf1', 'Opa1', 'Gemin7', 'Nap1l4', 'Sit1', 'Ubap2l', 'Ppp1r12a', 'Cnot8', 'Fam46c', 'Sltm', 'Dnajc3', 'Sept7', 'Ccm2', 'Il2rb', 'Naa50', 'Lin7c', 'Mettl5', 'Arpc5', 'Rbbp4', 'Nsmce2', 'Osbpl8', 'Selplg', 'Cdkn1b', 'Adam10', 'Rnf166', 'Sec11c', 'Ankrd12', 'Hif1a', 'Prkar1a', 'Ptpn11', 'Bcas2', 'Tcerg1', 'Ndufb8', 'Asrgl1', 'Commd8', 'Tor1a', 'Glg1', 'Tsn', 'Mphosph8', 'Xbp1', 'Parp1', 'Rps3', 'Gimap4', 'Tpr', 'Skiv2l2', 'Prkca', 'Lrch3', 'Lims1', 'Luc7l3', 'Lta4h', 'Bbx', 'Ezh2', 'Ccdc88c', 'Sephs2', 'Tnfrsf9', 'Sept6', 'Atp8b4', 'Esd', 'Fgfr1op2', 'Zfp707', 'Etfa', 'Itpkb', 'Ubtf', 'Zc3h7a', 'Itgb1', 'Ezr', 'Traf1', 'Luc7l', 'Mrpl28', 'Clk2', 'Pnrc2', 'S100a10', 'Vav1', 'Pcnt']","[3.051188712374157, 4.786998545121558, 4.786998545121558, 3.051188712374157, 2.505850844957956, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 2.505850844957956, 4.786998545121558, 4.786998545121558, 1.978429492677704, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 1.1354351873180182, 3.051188712374157, 4.786998545121558, 2.505850844957956, 4.786998545121558, 2.505850844957956, 4.786998545121558, 3.051188712374157, 2.505850844957956, 4.786998545121558, 0.7664918610553666, 4.786998545121558, 2.505850844957956, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 3.051188712374157, 3.051188712374157, 2.505850844957956, 3.051188712374157, 1.1717525575998895, 2.505850844957956, 1.5628110481478714, 3.051188712374157, 1.978429492677704, 3.051188712374157, 1.978429492677704, 4.786998545121558, 2.505850844957956, 2.505850844957956, 4.786998545121558, 4.786998545121558, 2.505850844957956, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 1.0699194911778485, 4.786998545121558, 4.786998545121558, 4.786998545121558, 2.505850844957956, 2.505850844957956, 4.786998545121558, 2.505850844957956, 2.505850844957956, 1.978429492677704, 1.5850979719017728, 2.505850844957956, 4.786998545121558, 4.786998545121558, 1.978429492677704, 1.978429492677704, 0.9490871997188488, 1.379876701909886, 1.5850979719017728, 2.505850844957956, 4.786998545121558, 0.3630109034904797, 2.505850844957956, 1.5628110481478714, 2.505850844957956, 4.786998545121558, 1.0, 0.6768582047623837, 0.19345472326069585, 4.786998545121558, 1.0, 1.5850979719017728, 0.959891110926249, 0.9107804322030778, 2.505850844957956, 2.505850844957956, 4.786998545121558, 4.786998545121558, 4.786998545121558, 1.5850979719017728, 1.5850979719017728, 4.786998545121558, 1.379876701909886, 1.371552159058262, 4.786998545121558, 4.786998545121558, 0.959891110926249, 4.786998545121558, 0.9107804322030778, 1.0, 0.959891110926249, 4.786998545121558, 1.379876701909886, 4.786998545121558, 4.786998545121558, 2.505850844957956, 1.978429492677704, 1.978429492677704, 1.978429492677704, 4.786998545121558, 3.051188712374157, 4.786998545121558, 2.505850844957956, 4.786998545121558, 4.786998545121558, 4.786998545121558, 1.0, 4.786998545121558, 4.786998545121558, 1.379876701909886, 1.1717525575998895, 2.505850844957956, 2.505850844957956, 4.786998545121558, 1.5628110481478714, 4.786998545121558, 4.786998545121558, 4.786998545121558, 4.786998545121558, 1.978429492677704, 4.786998545121558, 4.786998545121558, 1.5850979719017728, 1.5850979719017728, 1.371552159058262, 1.5850979719017728, 0.4545802296904379, 0.6024029356787244, 1.978429492677704, 1.5850979719017728, 4.786998545121558, 4.786998545121558, 4.786998545121558, 0.3302840027343256, 1.978429492677704, 0.959891110926249, 0.40296989382549975, 3.051188712374157, 1.0699194911778485, 1.978429492677704, 0.4920732754642982, 1.379876701909886, 1.5850979719017728, 0.9258263127705548, 2.505850844957956, 0.6768582047623837, 2.505850844957956, 0.3302840027343256, 1.371552159058262, 4.786998545121558, 0.6768582047623837, 1.1717525575998895, 0.2960022681970873, 1.5628110481478714, 0.518764528592878, 1.5628110481478714, 0.7577253115469892, 0.9490871997188488, 1.379876701909886, 1.0699194911778485, 4.786998545121558, 0.2734658967831749, 1.0, 0.2798198962756668, 0.2990147883348709, 0.01321205110509622, 0.8906450419606429, 1.978429492677704, 3.051188712374157, 2.505850844957956, 2.505850844957956, 1.0, 1.978429492677704, 1.978429492677704, 1.5850979719017728, 1.1717525575998895, 0.2734658967831749, 1.0, 0.4920732754642982, 1.371552159058262, 0.2380103070670625, 0.26958270423924685, 1.0, 0.2380103070670625, 0.1323200488784574, 2.505850844957956, 4.786998545121558, 1.0699194911778485, 1.0, 4.786998545121558, 4.786998545121558, 4.786998545121558, 1.5850979719017728, 4.786998545121558, 1.978429492677704, 4.786998545121558, 1.978429492677704, 0.9107804322030778, 0.6768582047623837, 0.6768582047623837, 0.30513575070276794, 4.786998545121558, 0.07094217118081886, 0.518764528592878, 0.2310129766398739, 0.4545802296904379]"
Cers2,"['Terf2ip', 'Msn', 'Vgll4', 'Ostc', 'D16Ertd472e', 'Mrpl52']","[1.2401293700140168, 1.1741411200970102, 1.7273395696444347, 1.6944043781524012, 1.2504593167095237, 2.680029572827026]"
Chd1,"['Smc3', 'Ogt', 'Smc1a', 'Gpr108', 'Oxr1', 'L3mbtl3', 'Arhgap25', 'Phip', 'Slc35b1', 'Baz1a', 'Zfp407', 'Camk2d', 'Trim30d', 'Srp14']","[4.671698495037552, 4.671698495037552, 3.2740144827180107, 4.671698495037552, 2.1632700167094656, 2.1632700167094656, 4.671698495037552, 3.2740144827180107, 2.032999779695055, 1.8797100999157939, 1.398962934779737, 1.9356110473359625, 4.671698495037552, 2.032999779695055]"
Chd2,"['Ptpn4', 'Xpc', 'Rpl4', 'Sugp1', 'Sec62', '4833439L19Rik', 'Sh3kbp1', 'Sbno1', 'Polr2b', 'Lin7c', 'Baz2b', 'Tgoln1', 'Gpr174', 'Gorasp2', 'Vmp1', 'Add3', 'Brd2', 'Vps29', 'Exosc7', 'Eif3a', 'Atg3', 'Sh3glb1', 'Adipor1', 'Gnl2', 'Dcaf8', 'G3bp2', 'Vps35', 'Cul1', 'Slc25a11', 'Rbm39', 'Ggnbp2', 'Psmb2', 'Etf1', 'Cops3', 'Lsm14a', 'Abi1', 'Bzw1', 'Bclaf1', 'Rbbp7', 'Shprh', 'Ppp1r10', 'Ppcdc', 'Azi2', 'Sash3', 'Nop58', 'Gtf2f1', 'Ankhd1', 'Ypel5', 'Nktr', 'Iqgap2', 'Faf2', 'Eif3h', 'Fryl', 'Ddost', 'Faim', 'Me2', 'Ildr1', 'Tra2a', 'Psmd1', 'Far1', 'Snrnp70', 'Ptpn1', 'Tmem59', 'Dusp6', 'Rbm5', 'Tia1', 'Zdhhc20', 'Rhog', 'Icam1', 'Atp6ap1', 'Uqcrc2', 'Hspa9', 'Arid4b', 'L3mbtl3', 'Papola', 'Ralgapa2', 'Hnrnpab', 'Glrx2', 'Ccnh', 'Sf3b5', 'Commd3', 'Vgll4', 'Creb1', 'Tpp2', 'Sf3a3', 'Eif4e3', 'Pkn2', 'Cblb', 'Luc7l3', 'Uap1l1', 'Adam10', 'Prdx6', 'Dnajb11', 'Prrc2c', 'Cyld', 'Pttg1', 'Rhoh', 'Ing1', 'Bms1', 'Svil', 'Chordc1', 'Smarca4', 'Zbtb38', 'Camk2d', 'Cetn3', 'Hsph1', 'Man1a2', 'Tnrc6a', 'Rbm17', 'BC004004', 'Mdm4', 'Opa1', 'Rbms1', 'Ssr2', 'Klf6', 'Sla2', 'Fcho2', 'Acin1', 'Tprgl', 'Dazap2', 'Srsf11', 'Rap2b', 'Cd244', 'Sertad3', 'Fam13b']","[1.8543503470428933, 1.8543503470428933, 2.5273788966140267, 1.8543503470428933, 2.5273788966140267, 2.5273788966140267, 1.8543503470428933, 2.5273788966140267, 2.5273788966140267, 2.5273788966140267, 2.5273788966140267, 0.857074452717947, 1.0712248096748307, 1.458373412047008, 2.5273788966140267, 2.5273788966140267, 1.610071023579334, 2.0707078904873746, 1.458373412047008, 2.5273788966140267, 2.5273788966140267, 2.5273788966140267, 1.0712248096748307, 1.2011166799612378, 2.5273788966140267, 0.7622809863469195, 2.5273788966140267, 1.610071023579334, 0.24340267019802075, 0.24340267019802075, 1.8543503470428933, 1.8543503470428933, 1.0337822649743336, 2.5273788966140267, 1.8543503470428933, 1.4296925258596531, 1.0337822649743336, 1.4296925258596531, 2.5273788966140267, 1.0712248096748307, 2.5273788966140267, 2.5273788966140267, 2.5273788966140267, 2.5273788966140267, 1.2049291863095422, 1.4296925258596531, 1.610071023579334, 0.6107604726664551, 0.857074452717947, 0.6894171723881499, 1.2049291863095422, 1.4296925258596531, 1.2011166799612378, 1.1901264012383552, 1.1901264012383552, 1.458373412047008, 1.4296925258596531, 0.6894171723881499, 1.458373412047008, 1.458373412047008, 1.458373412047008, 0.857074452717947, 2.5273788966140267, 2.5273788966140267, 0.11791609791342345, 1.4296925258596531, 2.0707078904873746, 1.2049291863095422, 0.5575285095004271, 0.1981929978068568, 2.0707078904873746, 1.458373412047008, 0.09753848922883386, 1.2011166799612378, 2.5273788966140267, 0.5575285095004271, 1.2011166799612378, 0.5235101154939092, 1.458373412047008, 0.09753848922883386, 2.0707078904873746, 2.5273788966140267, 1.1901264012383552, 1.4296925258596531, 1.1901264012383552, 0.37960617094838056, 0.7622809863469195, 0.2765434911522317, 0.9539444927809072, 0.3888644594083863, 0.4657730355286544, 0.7066623644473703, 0.5235101154939092, 0.09753848922883386, 1.610071023579334, 1.4296925258596531, 1.458373412047008, 1.1901264012383552, 1.4296925258596531, 0.5235101154939092, 2.5273788966140267, 2.0707078904873746, 1.610071023579334, 1.8543503470428933, 0.9060729975091412, 1.610071023579334, 1.4296925258596531, 0.046083009991599616, 1.2011166799612378, 1.0337822649743336, 0.9777468378342338, 0.5575285095004271, 1.2011166799612378, 1.2011166799612378, 0.7622809863469195, 2.5273788966140267, 0.7622809863469195, 1.2049291863095422, 0.6107604726664551, 0.2084052138226488, 0.0768343875189494, 1.458373412047008, 0.44004482304720105, 0.5235101154939092, 0.5235101154939092]"
