TF	target	importance
Fubp1	Icos	87.18623026167714
Fubp1	Cd200r2	87.18623026167714
Fubp1	Usp18	87.18623026167714
Klf2	Cd9	86.65771841435513
Klf2	Rnf219	86.65771841435513
Klf2	Cd200r2	86.65771841435513
Klf2	Fam169b	86.65771841435513
Klf2	Usp18	86.65771841435513
Klf2	Icos	86.65771841435513
Klf2	Cep57	86.65771841435513
Bhlhe40	Cep57	85.47312289449538
Bhlhe40	Cd9	85.47312289449538
Bhlhe40	Rnf219	85.47312289449538
Bhlhe40	Cd200r2	85.47312289449538
Bhlhe40	Fam169b	85.47312289449538
Bhlhe40	Icos	85.47312289449538
Bhlhe40	Usp18	85.47312289449538
Zfp397	Cd9	83.10393185477588
Zfp397	Usp18	83.10393185477588
Zfp397	Cep57	83.10393185477588
Zfp397	Fam169b	83.10393185477588
Zfp397	Cd200r2	83.10393185477588
Zfp397	Rnf219	83.10393185477588
Zfp397	Icos	83.10393185477588
Zfp646	Tnfrsf9	82.81853681826507
Zfp646	Gpatch11	82.81853681826507
Zfp646	Fam46c	82.81853681826507
Zfp646	Prss2	82.81853681826507
Nelfb	Usp18	82.73944092558827
Nelfb	Fam169b	82.73944092558827
Nelfb	Cd9	82.73944092558827
Nelfb	Icos	82.73944092558827
Nelfb	Cep57	82.73944092558827
Nelfb	Rnf219	82.73944092558827
Nelfb	Cd200r2	82.73944092558827
Hspa5	Fam46c	81.79608574643464
Hspa5	Prss2	81.79608574643464
Hspa5	Tnfrsf9	81.79608574643464
Hspa5	Gpatch11	81.79608574643464
Snrnp70	Fam169b	78.14685521782434
Snrnp70	Cd200r2	78.14685521782434
Snrnp70	Icos	78.14685521782434
Snrnp70	Rnf219	78.14685521782434
Snrnp70	Cep57	78.14685521782434
Snrnp70	Cd9	78.14685521782434
Snrnp70	Usp18	78.14685521782434
Fubp1	Gpatch11	74.84128835158805
Fubp1	Prss2	74.84128835158805
Fubp1	Tnfrsf9	74.84128835158805
Fubp1	Fam46c	74.84128835158805
Elk4	Fam46c	72.24522117701856
Elk4	Gpatch11	72.24522117701856
Elk4	Prss2	72.24522117701856
Elk4	Tnfrsf9	72.24522117701856
Ctcf	Cd9	68.7521015180136
Ctcf	Icos	68.7521015180136
Ctcf	Cep57	68.7521015180136
Ctcf	Cd200r2	68.7521015180136
Ctcf	Fam169b	68.7521015180136
Ctcf	Rnf219	68.7521015180136
Ctcf	Usp18	68.7521015180136
Ugp2	Fam46c	68.16340478869552
Ugp2	Gpatch11	68.16340478869552
Ugp2	Tnfrsf9	68.16340478869552
Ugp2	Prss2	68.16340478869552
Ctcf	Gpatch11	67.10367685487127
Ctcf	Tnfrsf9	67.10367685487127
Ctcf	Fam46c	67.10367685487127
Ctcf	Prss2	67.10367685487127
Kdm5a	Fam169b	66.46492093736133
Kdm5a	Cep57	66.46492093736133
Kdm5a	Cd200r2	66.46492093736133
Kdm5a	Rnf219	66.46492093736133
Kdm5a	Icos	66.46492093736133
Kdm5a	Cd9	66.46492093736133
Kdm5a	Usp18	66.46492093736133
Irf9	Tnfrsf9	63.296111665502735
Irf9	Gpatch11	63.296111665502735
Irf9	Prss2	63.296111665502735
Irf9	Fam46c	63.296111665502735
Ppp1r10	Tnfrsf9	60.89441669990104
Ppp1r10	Prss2	60.89441669990104
Ppp1r10	Fam46c	60.89441669990104
Ppp1r10	Gpatch11	60.89441669990104
Bhlhe40	Fam46c	60.39384169598406
Bhlhe40	Gpatch11	60.39384169598406
Bhlhe40	Prss2	60.39384169598406
Bhlhe40	Tnfrsf9	60.39384169598406
Rest	Tnfrsf9	58.05604992237177
Rest	Gpatch11	58.05604992237177
Rest	Fam46c	58.05604992237177
Rest	Prss2	58.05604992237177
Zfp397	Tnfrsf9	55.041949366871634
Zfp397	Prss2	55.041949366871634
Zfp397	Fam46c	55.041949366871634
Zfp397	Gpatch11	55.041949366871634
Trp53	Gpatch11	53.33520161415469
Trp53	Fam46c	53.33520161415469
Trp53	Tnfrsf9	53.33520161415469
Trp53	Prss2	53.33520161415469
Sp100	Fam46c	51.67904388842935
Sp100	Gpatch11	51.67904388842935
Sp100	Prss2	51.67904388842935
Sp100	Tnfrsf9	51.67904388842935
Elf2	Usp18	50.372646413728184
Elf2	Rnf219	50.372646413728184
Elf2	Icos	50.372646413728184
Elf2	Cep57	50.372646413728184
Elf2	Cd9	50.372646413728184
Elf2	Fam169b	50.372646413728184
Elf2	Cd200r2	50.372646413728184
Bbx	Tnfrsf9	49.16285570384665
Bbx	Prss2	49.16285570384665
Bbx	Gpatch11	49.16285570384665
Bbx	Fam46c	49.16285570384665
Fli1	Icos	48.11280265276499
Mlx	Icos	48.11280265276499
Mlx	Usp18	48.11280265276499
Fli1	Rnf219	48.11280265276499
Fli1	Cd200r2	48.11280265276499
Mlx	Fam169b	48.11280265276499
Fli1	Fam169b	48.11280265276499
Mlx	Cd9	48.11280265276499
Mlx	Rnf219	48.11280265276499
Mlx	Cep57	48.11280265276499
Fli1	Cep57	48.11280265276499
Fli1	Usp18	48.11280265276499
Mlx	Cd200r2	48.11280265276499
Fli1	Cd9	48.11280265276499
Fli1	Prss2	47.88479186405861
Fli1	Fam46c	47.88479186405861
Fli1	Tnfrsf9	47.88479186405861
Fli1	Gpatch11	47.88479186405861
Trp53	Fam169b	47.8212099094149
Trp53	Cd9	47.8212099094149
Trp53	Icos	47.8212099094149
Trp53	Cep57	47.8212099094149
Trp53	Cd200r2	47.8212099094149
Trp53	Rnf219	47.8212099094149
Trp53	Usp18	47.8212099094149
Tsn	Cd9	45.19687521926408
Tsn	Fam169b	45.19687521926408
