TF	target	importance
Zfp445	Tmem128	0.407370263588427
Ilf2	Fam114a2	0.40735896901286267
Vps4b	mt-Nd6	0.40731585164178413
Nfyb	Mrpl58	0.40731562429894413
Supt20	Hist1h1e	0.4073111935635663
Smarca4	Uchl5	0.4072676040206222
Nr4a2	Ctsc	0.4072668189998927
Stat3	Ints13	0.4072574666403175
Rab14	Pdcd4	0.4072492292882004
Zeb1	Cdc40	0.4072415896536394
Ssrp1	Smim15	0.40723907643738033
Sp3	Atp6v1c1	0.4072325511293647
Smarcc1	Utrn	0.40719131878660414
Mlx	Tmem50a	0.40719127712420206
Smc3	Fam173a	0.40718827965889537
Ikzf1	Tspyl1	0.4071850278220228
Kdm5a	Celf1	0.40718422541392885
P4hb	Txn2	0.407178782439712
Snrpb2	Psma1	0.40715393569145863
Psmd12	Rnf166	0.40714188487822844
Tbx21	Ubl4a	0.4071243088649747
Supt20	Surf4	0.4071176284794434
Ctcf	Cct5	0.40711635148046754
Kdm4c	Aplp2	0.4070953527040444
Ugp2	Akap9	0.40706501603277295
Pum3	Anp32e	0.40704408792716856
P4hb	Dock10	0.40703595571902784
Snrnp70	Nedd9	0.4070069558590866
Zmat2	Ech1	0.4070064603131202
Taf1	AW112010	0.4070023933148822
Ikzf3	Ik	0.4069899375489706
Nrf1	Tgoln1	0.40697996920986695
Ppp1r10	Trim14	0.40695522598752865
Vezf1	Brix1	0.40695124600538984
Git2	Ash2l	0.40694515871723325
Irf3	Atp6v0e	0.4069441636199789
Zeb1	Gem	0.40692148024729896
Suclg1	Suco	0.40691943093470356
Eef1d	Ddhd2	0.40691239794566164
Thoc2	Arap2	0.40690482589150767
Hltf	Slc35b1	0.40686430050279315
Lcor	Rap2b	0.4068516816498542
Stat3	Gltp	0.40684912932008477
Xbp1	Car2	0.406845455978255
Hp1bp3	Ifi47	0.4068441295699876
Zfp148	Ctps2	0.406842124792834
Rlf	Nsrp1	0.40682773931142135
Ubxn1	Ociad1	0.40681276469014693
Eef1d	Exosc7	0.40679341509402345
Lrrfip1	Casp8	0.4067895258601835
Tsc22d4	Strap	0.40678756011534206
Lrrfip1	Srp19	0.40677785016527923
Klf2	Tmem87a	0.40677653254247376
Rlf	Cyfip2	0.4067567735957221
Ncald	Psmd7	0.40675020818371854
Irf2	Tmem134	0.4067454155857805
Hnrnph3	Nipsnap3b	0.4067453621331119
Irf7	Smim12	0.4067441412780543
Sp100	Nucb1	0.4067379559712933
Irf3	Usp18	0.40672289868209904
Chd1	Ecd	0.4067165798754695
Dnmt1	Dhx9	0.4067091011348729
Mapk1	Eps15	0.4067082741870633
Eef1d	Smim15	0.40669890890550514
Snrnp70	Akap13	0.4066943340447219
Hes6	Ak2	0.40666792686829734
Rela	Tcf25	0.4066531123555684
Ppp1r10	Ppil2	0.4066444408307241
Smc3	Lta4h	0.40664413985735237
Hnrnph3	Snrnp40	0.40658309259110703
Thoc2	Rbbp5	0.40654876342708696
Klf6	Klk8	0.4065484943079244
Smarca4	Glmp	0.4065347202634838
Thoc2	Creb1	0.4065152545039568
Chd1	Ifi209	0.4065023899414735
Rbm22	Ccar1	0.4064958671721948
Srp9	Utp11	0.4064885697477301
Rab18	Nsrp1	0.4064869857884555
Rlf	Mirt1	0.40648230378217953
Hp1bp3	N4bp2l1	0.40647793241103314
Sf3b1	Nedd8	0.4064708910365068
Zfp110	Lyar	0.40646623611122484
Rab14	Colgalt1	0.4064658982814151
Sp100	Lck	0.40646176321949345
Stat4	N4bp2l1	0.40644985000911255
Tsn	Smdt1	0.406448926361307
Bbx	Gpx1	0.40643018816179177
Nrf1	Tsnax	0.4064179138820162
Pum3	Ubxn1	0.40639450172188524
Vps4b	Fasl	0.40635969020687607
Hp1bp3	D130040H23Rik	0.40635289643801525
Zfp110	Zfp68	0.40634950073027665
Trim21	Sin3b	0.40634905510822383
Zbtb38	Cdc123	0.4063118437145835
Smarca4	Uvrag	0.406311718709084
Nelfb	Tpm4	0.406293412997565
Rbms1	Rp9	0.40628378837644086
Mlx	Setbp1	0.4062827319616605
Irf9	Card11	0.4062757832322247
Ppp1r10	Emc3	0.40626422588789285
Mctp2	Appl1	0.406256013833341
Smarca4	Stag1	0.4062485361697248
Ezh2	Arhgap25	0.4062429357465926
Thoc2	Mrpl40	0.40623417964966496
Zfp24	Rbm27	0.40622604383190203
Med30	Ddx21	0.4062193754944967
Hp1bp3	Mlx	0.40621358344292996
Hp1bp3	Smdt1	0.4062052685990452
Zfp329	Vti1b	0.40618989209193396
Ccnt2	Tspo	0.40617784395334333
Lrrfip1	Rps3	0.4061632536979584
Tbx21	Nsun2	0.40611179781616474
Rab14	Samhd1	0.40609706502568915
Stat4	Pcmt1	0.40609415659505227
Id2	Ttf1	0.40608163423431826
Sp100	Rhoh	0.4060714361629178
Parp1	Hsp90b1	0.40606536389773207
Rlf	Nfrkb	0.4060467434403345
Ubtf	Cntrl	0.40603312097177097
Bhlhe40	Lsm14a	0.40600888340290114
Bdp1	Malt1	0.40600508607169855
Id2	Mrps24	0.40600274875497255
Terf1	Rtcb	0.40599570047259576
Timm44	Kif5c	0.4059905106013336
Ikzf3	Peli1	0.40597990934241823
Kdm5a	Cndp2	0.4059757853137186
D130040H23Rik	Strap	0.4059740695166178
Git2	Ints13	0.40596994925642454
Dnmt1	Coa3	0.40596665523299497
Zbtb1	Emc3	0.40596300550596987
Akr1a1	Gcc2	0.4059577658946534
Psmc2	Psmb6	0.40595646463932444
Ubxn1	Tor3a	0.4059473176345014
Pum3	Gnai2	0.4059467079985546
Zfp148	Numa1	0.40590749508995444
Tbx21	Zfp397	0.4058991878105278
Ube2k	Psmc3	0.40589891912002685
Lrrfip1	Zcrb1	0.40582264625041886
Hspa5	Nxf1	0.40581144918065093
Trim21	Rnh1	0.4057990685080616
Thoc2	Ccdc186	0.40579806115486283
H2afy	Bptf	0.40579767223538404
Tbx21	Ate1	0.40579698886729365
Zfp707	Pycard	0.40578485920422225
Ubtf	Cxcr6	0.4057486537697671
Bdp1	Ghitm	0.405738436934889
Nr3c1	mt-Nd1	0.4057286908874416
Stat4	Dcun1d5	0.4057255450141984
Tia1	Sept4	0.40569505389452437
Sema4a	Sppl2a	0.40569473362930636
Timm44	Knop1	0.4056945414847221
Chd1	Ifi35	0.4056935798441411
Id2	Drg1	0.40567458119584027
Nfatc3	Gbp8	0.40566670707334285
Rela	Nxf1	0.4056545608641541
Setbp1	Dynlt3	0.4056428073189974
Med30	Sipa1	0.405641808973051
Noc2l	4931406P16Rik	0.40563335255260113
Tbx21	Rpap3	0.4056320201076312
Hspa5	Gusb	0.4056313116057893
Zfp707	Naa15	0.40562803024471017
Taf1	Entpd1	0.4056231008378447
Timm44	Ly6c2	0.4056141972244793
Zfp655	D130040H23Rik	0.40560800067459
Psmd12	Arhgef3	0.40560453196000956
Prdx5	Cd52	0.4055898245134027
Hspa5	Snrnp40	0.4055842827659818
Bclaf1	Dnajc9	0.40557177253123045
Zkscan3	Actl6a	0.4055587644091968
Ikzf3	Phyh	0.40555523438885116
Creb1	Ubr5	0.4055390531178377
Trp53	Upf2	0.40553869043299845
Smc3	Eif3f	0.40553861356735377
Chd2	Snrpa1	0.4055245865614735
Hspa5	Glrx2	0.4055143436524875
Tsc22d4	Ccnl2	0.40549219613514254
Suclg1	Rbm39	0.4054847789168193
Irf9	Psmd14	0.40547523089818416
Nr3c1	Itgb1	0.40546616691150217
Hnrnpc	Tspyl1	0.40546065544233195
Zfp407	Crcp	0.4054430807405111
Vezf1	Gbp4	0.4054235224396613
Aggf1	Lgals3	0.40542049580994816
Rab2a	Hnrnpab	0.40541721516196405
Zfp397	Apeh	0.4054097895630681
Smarca4	Ncapd3	0.40540201907908485
Zbtb1	Rsrc1	0.4053706593918815
Bptf	Sept4	0.4053527838009724
Bhlhe40	Bptf	0.4053221723988525
Nr4a2	Syf2	0.4052968954352471
Nelfb	Tmx4	0.40527866691800984
Ikzf3	Naa15	0.4052684782886488
Rab18	Golga1	0.40526666593476807
Ilf2	Rex1bd	0.4052523967942661
Nmi	Ankhd1	0.4052403776478623
Zcchc17	Prkch	0.4052378432145679
Tsn	Tigd2	0.40523560002008
H2afy	Zc3h15	0.4052309766183294
Tcf7	Sar1b	0.4052198367608438
Snrnp70	Cnot8	0.4052099256123613
Rbm17	Ms4a4b	0.4052074436030551
Id2	Trim37	0.40519846986552427
Zfp207	Raf1	0.4051844423260593
Cnot4	Zeb1	0.40515385339690413
Tcf7	Mlec	0.4051455047152265
Chd2	Wapl	0.4051439355977655
Ilf2	Pnn	0.40513159278236677
Pqbp1	Hist1h1e	0.40512783823163045
Bhlhe40	Mdfic	0.4051255318199216
Chd1	Polr1c	0.4051038336506063
Prdx5	N4bp2l1	0.4050857305933385
Rlf	Gm14029	0.40507655960933464
Nmi	Eif3a	0.405071209510635
Smap2	Ndufs7	0.405055056376812
Zfp830	Glipr1	0.4050475823034527
Sp3	Mterf3	0.4050429255432639
Mctp2	Kdm5c	0.4050401621378128
Stub1	Fam114a2	0.40503545061621327
Zfp445	Timm44	0.40503381700482555
Ddit3	Camk2d	0.40502360081725786
Rfc2	Jakmip1	0.40501890559732323
Creb1	Pigx	0.40501648700340653
Terf1	Fam49a	0.40499713413152966
Cers4	Cox4i1	0.4049795910002484
Bhlhe40	Samhd1	0.4049720058452774
Topors	Fam169b	0.4049698302630346
Smarca4	Phf3	0.4049553769879661
Id2	Ppil2	0.4049515362037401
Mapk1	Sept11	0.4049308766329857
Ccnt2	Cib1	0.40492790838826054
Lrrfip1	Nucb1	0.40492184837751805
Arid5b	Entpd1	0.404897255527519
Rora	Fyb	0.40489467008174096
2810403A07Rik	Phf14	0.40488965539245414
Ikzf3	Wdr33	0.40487387306049477
Sp100	Copb1	0.40484606400860645
Sp100	Dync1li2	0.40484084058243636
Noc2l	Ap3b1	0.4048000840031772
Kdm4c	Mrps23	0.4047943360605419
Tsn	Mrpl13	0.40477543721428655
Fli1	Rps3	0.40476217276658855
Arid5b	Sf3b1	0.40474999595862277
Ilf2	Cct6a	0.40473505312042124
Chd1	Surf4	0.4047135715786459
Tsn	Ubr2	0.40466731623254915
Arid5b	Ythdf2	0.40465892361596023
Irf3	Qars	0.40465619944788456
Ctcf	Vdac2	0.4046561221794649
Hcfc1	Mllt10	0.40464429673102326
Id2	Rab24	0.40464407154194315
Zfp664	Rpl8	0.4046353982884281
Bbx	Stat4	0.40463419456176775
Kdm5a	Ntan1	0.4046328694284346
Nmi	Fastk	0.4046243230276631
Zfp707	Gpbp1	0.4046176003495249
Zfp397	Pfdn5	0.40461630505203755
Tsn	Sra1	0.4046150398214804
Smarca4	Rbbp5	0.40460622973666854
Ikzf3	Rsf1	0.40459635810288636
Gtf2f1	Tmem131l	0.4045896463750152
Bdp1	Ifit2	0.4045851129351292
Rbm22	Ppp1r10	0.4045839748604503
Ikzf3	Itch	0.40457878061514835
Zfp207	Smarca2	0.4045753327775116
Foxn3	Atp5c1	0.4045744748084877
Sp100	Kxd1	0.4045432749227949
Vps4b	Sp100	0.40453451813986224
Sp100	Dhx8	0.40452692947509145
Tsnax	Tspan31	0.40451063046790264
Rab14	Zfand6	0.40449449992974307
Suclg1	Bdp1	0.4044926372690232
Lrrfip1	Desi2	0.40447183556509475
Irf2	Ccdc186	0.40444622987706524
Nr3c1	Rchy1	0.404442890741425
Hspa5	Igtp	0.40442138642047093
Hspa5	M6pr	0.40442063893906177
Ctcf	Ptpn22	0.40441936920204113
Cers4	Actr8	0.4044181457075458
Las1l	Rbbp7	0.40441598011167174
Bptf	Mrps17	0.4043984732472057
Stub1	Tbc1d15	0.40436915358858194
Rlf	Crnkl1	0.40434930186654566
Git2	Trbc2	0.4043452006874014
H2afy	Gpcpd1	0.40433829227257706
Dnmt1	Pqlc3	0.40432853696570237
Snrnp70	Luc7l	0.40431055428123375
Snrnp70	2210016F16Rik	0.4043057590043145
Ctcf	Dubr	0.40429600936971055
Rab14	Zc3h13	0.40428263712996654
Rab2a	Hnrnph3	0.4042777643331578
Mctp2	Cdipt	0.40426548731991574
Rab14	Slamf6	0.4042510013994794
Rbm17	Rad50	0.4042463969969121
Chd2	Fubp1	0.404242443226189
Fli1	Capza2	0.4042272353165764
Rbbp5	Ankrd39	0.4041923452683381
Zfp329	Scaf11	0.4041615803291123
Elf1	Clk2	0.4041433227676987
Irf2	Mphosph8	0.4041320064831734
Chd1	Vasp	0.4041186318096592
Ppp1r10	Qars	0.4041097189337205
Tsn	Ogfr	0.4040990402506823
Eef1d	Herc4	0.404079558745814
Psmd12	Zranb2	0.4040772365259814
Zbtb38	Peli1	0.4040475201556462
Rab2a	Rbmx	0.40403200489062263
Id2	Mapkap1	0.40403169457255106
Akr1a1	Cox4i1	0.404023779390617
Irf2	Gorasp2	0.4040237543547527
Taf1	Ddit3	0.40401370970819755
Akr1a1	Parp9	0.40400551759971015
Zfp397	Tmem87a	0.4040037349280017
Xpa	Dnajc8	0.40398389857763245
Zfx	Vps36	0.4039784414457322
Stat4	Saraf	0.4039776134432628
Rlf	Cnn2	0.40396758185001125
Smarcc2	Acp5	0.4039456436197445
Zbtb1	Peli1	0.4039413380885707
Ctcf	Cers4	0.40393932820576667
Lrrfip1	Ptpn22	0.40392877332660576
Setbp1	Nktr	0.4039168429947583
Mef2a	Cops8	0.4039094044559213
Arid5b	C1d	0.4038911084539934
Ezr	Lncpint	0.4038865966575501
Arid5b	Commd8	0.403881203286179
Rora	Klk8	0.40385385904490084
Dnmt1	Ktn1	0.40384715550922273
Mef2a	Il2rg	0.4038377856823244
Rest	Blmh	0.4038288411649005
Rfc2	Smg1	0.4038272426770306
Git2	Commd3	0.4038111471379638
Pum3	Ccdc174	0.40378819908556096
Klf3	Itsn2	0.4037760759538369
Tbx21	Eloa	0.403762799911132
Ncald	Swap70	0.4037574090994778
Rab14	Ppp1r18	0.40375020299979564
Timm44	Tram1	0.4037342304032988
Smarcc1	9530068E07Rik	0.40372648676104067
Sp3	Mdfic	0.40370074323808774
Rnf114	Fam133b	0.4036550348330092
Smc3	Eif3d	0.4036275658660368
Zeb1	Irf1	0.4036206269353121
Fli1	Arl6ip4	0.4036195414890958
Smarca4	Ugp2	0.4035954409958421
Pum3	Txk	0.4035930012494718
Hnrnpc	Cox6a1	0.4035885366301459
Ube2k	Rcsd1	0.40358313980698324
Bptf	Sfr1	0.4035501034992551
Zfp707	Frg1	0.4035289726775605
Mctp2	Pbrm1	0.4035157313385741
Tbx21	Crip1	0.4035105747404501
Ezr	Cd164	0.4035082494987613
Bhlhe40	Add3	0.40350502353482176
Rab14	Hspa5	0.40350254045675255
Psmd12	Asap1	0.40350244885251124
Thoc2	Add3	0.4034911628549345
Foxn3	Rtf1	0.403479914042079
Pqbp1	Samm50	0.403479878625954
Mapk1	Smim10l1	0.4034790487095187
Rbm17	Kat6a	0.40345968069148436
Hif1a	Reps1	0.4034585949460467
Lrrfip1	Surf4	0.4034537914858397
Zbtb38	Scamp3	0.40345129456672846
Zc3h7a	Lrrfip1	0.4034487187975265
Irf2	Arid4a	0.4034081677338079
Snrnp70	Gpalpp1	0.40340633502848977
Snrnp70	Lrp10	0.40340038940111833
Hnrnph3	Snx4	0.4033969720322155
Irf2	Sipa1	0.40338976902418044
Hp1bp3	Rexo4	0.4033809185714698
Tsc22d4	Gbp9	0.4033379054565877
Chd2	Gbp7	0.40332731070301914
Id2	Ptger4	0.40332692932927805
Hspa5	Edf1	0.4033173523387324
Thoc2	Iqgap2	0.40331232534515676
2310011J03Rik	Rab2a	0.4033062988038385
Nelfb	Ppp1ca	0.40329693661396665
Prdx5	Hook1	0.40328940286987036
Hspa5	Nol7	0.40324200492224976
Nr3c1	Ddit3	0.40321344153752814
Bbx	Ywhab	0.40321079128378856
Pole3	Chmp2a	0.40320937802623563
Foxn3	Cd38	0.40320239891701043
Fubp1	Cct4	0.4032014177464243
Irf7	Pfdn2	0.4031997212730998
Zbtb38	Chfr	0.4031965133846463
Vps4b	Kmt5b	0.40318857258463947
Nelfb	Gas5	0.4031807806999581
Rora	Ogt	0.4031668525274013
Sp100	Smg6	0.4031615885541998
Rab2a	Pcmtd2	0.4031494752626769
Smarcc2	Dgka	0.4031450717185099
Vezf1	Ubl4a	0.4031389439353115
Sema4a	Zfc3h1	0.4031017815553449
Chd1	Taf12	0.4030991424665919
Sp100	Lars	0.4030988460836542
Nmi	Atp11b	0.4030799019720321
Fli1	Mdh1	0.403063131579871
Id2	Cep295	0.4030607844209385
Rab18	Hnrnpu	0.40305043074514957
Pik3c3	Med28	0.4030201112854652
Sp100	Tmem30a	0.4030123269752359
Nfyb	Phb2	0.40301097470981867
Hspa5	Adam19	0.40300546563630035
Fli1	Ndufb11	0.4029467605363168
Git2	Prdx6	0.4029466868971495
Rfc2	Rbm17	0.4029450800255155
Nmi	Myh9	0.40294375742491034
Fubp1	Bcap29	0.4029355864731109
Nmi	Leprotl1	0.40292536342135576
Elf1	Paf1	0.40291755093311654
Zfp707	Hnrnpab	0.40291214472822806
Mctp2	Abracl	0.40289232512351614
Xpa	Tnfrsf9	0.4028892363278085
Ash2l	Sf3b6	0.40285925950579976
Exosc3	Ppp1ca	0.4028204876936341
Eef1d	Cd84	0.4028156691547726
Ikzf1	Slamf6	0.4028095097807739
Pik3c3	Inpp4b	0.402778615380548
Hif1a	L3mbtl3	0.40276469096789796
Git2	Pnrc1	0.40276104497191473
Xbp1	Mllt10	0.4027575450069337
Zfp646	Os9	0.40275373616037297
Zbtb1	Tmem70	0.4027404444353912
Id2	Rpn1	0.4027263303684683
Zfp707	Arglu1	0.40271655433457254
Irf9	Ubr5	0.40270224337555993
P4hb	Serbp1	0.4027017255462416
Nucb1	Emc2	0.40270010106201093
2810403A07Rik	Ikzf3	0.4026956084815679
Hnrnph3	Psmb10	0.4026908189418598
Zfp830	Vamp4	0.402677054047602
Timm44	Susd3	0.4026535704779154
Klf3	Rtcb	0.40264976117316287
Supt20	Tpst2	0.40264094811613044
Nr3c1	Esd	0.40262645733631935
Creb1	Ly6a	0.40259567179542183
Kdm5a	Lcp1	0.4025857509761152
Suclg1	Yeats4	0.4025785813593816
Id2	Cdc123	0.40255653557817245
Lrrfip1	Ndufa5	0.40251488808510244
Rlf	Hspa4	0.4024928695039779
Nmi	Nfrkb	0.40249217482750216
Bclaf1	Ccdc82	0.40247909026333234
Irf9	Cct8	0.40247849212471504
Zfp110	Prdx3	0.4024505134545234
Fli1	Selenof	0.4024454398474594
Rbbp5	Poldip3	0.40244233186413225
Setbp1	Ralbp1	0.40243781519635596
Eef1d	Znrd1	0.4024311550878821
Nr4a2	Irf7	0.4024268178393421
Hltf	Rab31	0.402426416367987
2310011J03Rik	Ldha	0.40241521201744423
Irf2	Zc3h13	0.4024099793526779
Zcchc17	Sp3	0.40240472481820855
Ash2l	Il2rb	0.40239863473431536
Irf3	Usp25	0.4023776321535506
Psmc2	Klrc1	0.4023732234450607
Pik3c3	Taf3	0.4023604835196344
P4hb	Cct4	0.4023602281962911
Zbtb38	Cd47	0.4023596808431896
Tsc22d4	Phf20l1	0.40235306387234954
Zbtb38	Mbp	0.40234911945199786
Sf3b1	Derl2	0.4023356177349143
Timm44	Dpm2	0.40233316888864534
Timm44	Cdc42ep3	0.4023226659565257
Snrnp70	Zfp707	0.4023085785814581
Rora	Knop1	0.4023045261783186
Las1l	Mtpn	0.40229030706455654
Id2	Leprotl1	0.4022884551468136
Zfp445	Cetn2	0.4022682952451739
Ccnt2	Psmc1	0.4022678684167042
Gtf2f1	Cdkn2aipnl	0.40225506287464863
Rest	Ppt1	0.40223757570216995
Srp9	Vta1	0.40223639044662285
Ube2k	Acin1	0.402230997763024
Zfp646	Pcmt1	0.4022270541037252
Exosc3	Gimap9	0.40222067650451593
Mctp2	Ptpn2	0.40221841792569407
Rbm22	Far1	0.4022151099080092
Snrnp70	Reps1	0.40219253143994477
Ssrp1	Numa1	0.40216880418382933
Tagln2	5830408C22Rik	0.4021679539042875
Mctp2	Vps37b	0.40216416686369794
Zfp830	Lyar	0.402130417137578
Smarca4	Abhd12	0.40210701406370825
Zbtb38	Txn1	0.4020961286954401
Nfatc3	Tor1a	0.4020880883519437
Timm44	Ctse	0.4020696779524873
Nrf1	Serp1	0.40206806805900913
Nfyb	Dguok	0.40206111586494886
Nfyb	Rbm8a	0.40205768982697554
Sp100	Mrpl52	0.40205460151556355
Smap2	Txk	0.4020503805938634
Cers2	Vps35	0.4020466127246714
Irf7	Rps9	0.40204192278034967
Stat3	M6pr	0.402027148918829
Tsn	Shoc2	0.40202000552477096
Tsn	Atxn10	0.402016159469797
Arid5b	Phf6	0.4019872509932098
Fubp1	Kxd1	0.40195496463577607
Tsc22d4	Rbl2	0.4019431862075782
Bptf	Rufy2	0.4019371252436019
Sema4a	Irf3	0.40193658455156683
Fli1	Tmem134	0.4019358383198424
Ecsit	Entpd1	0.4018992492340845
Sf3b1	Mif4gd	0.4018980053798736
Elk4	Gpatch8	0.4018956027755942
Zfp207	Car2	0.40189367880406135
Mlx	Eea1	0.4018870265709202
Prdx5	Myh11	0.4018751588670654
Snrpb2	Zfp638	0.4018561827583738
Sf3b1	Cox4i1	0.40184572737239066
Tsc22d4	Fam105a	0.4017976121489464
Nelfb	Golm1	0.40177732205781735
Hcfc1	Rad50	0.40177216159001017
Elk4	Rbbp7	0.40177042016491427
Irf7	Ifngr1	0.401745931693888
Smap2	Immt	0.4017161116455153
Sf3b1	Ddx39	0.40170567331198387
Zfp655	Gpr108	0.40168507125225417
Elk4	Phyh	0.40166206123691917
Fubp1	Cct6a	0.40165693234631644
Git2	Dnmt1	0.4016559518588311
Rora	Ttc9c	0.4016553975950128
Terf1	Tmem134	0.40165205438819457
Ikzf3	Tpp2	0.40164594042190516
Zfp326	Ubr4	0.40163618219679603
Ikzf1	Ccdc47	0.40163374460181833
Id2	Saraf	0.4015976761925868
Bdp1	BC017643	0.401586453618746
Stat3	Lims1	0.4015578013636428
Stub1	Pja2	0.4015513184026892
Zfp707	Mea1	0.40154957284553483
D130040H23Rik	Dnm1l	0.4015421963570925
Pum3	Zfp512	0.4015386463419988
Mapk1	Msh2	0.40153336950553487
Med30	Abi1	0.40152048731278905
Ikzf1	Map2k2	0.40150047064365124
Bptf	Prps1l3	0.40149260768419326
Smarcc2	Ergic2	0.401491891214384
Tsnax	Ifi209	0.40148963075897615
Ube2k	Shisa5	0.401486836622843
Zfp397	Cox6a1	0.40148520683552413
Kdm4c	Kif13b	0.4014803529486432
Smc3	Saraf	0.40147118632811774
Cers4	Fus	0.4014633514813817
Nelfb	Smc4	0.40144727704981076
Zbtb38	Atp6v0e	0.4014403828736979
Ikzf1	Suclg1	0.4014007872165746
Vps4b	Vmp1	0.40139984221729774
Ezr	Gbp2	0.4013907717284983
Nr4a2	Surf1	0.40138152142969097
Snrpb2	Prkar1a	0.4013568998696263
Timm44	Mapkap1	0.4013381656859864
2310011J03Rik	Arglu1	0.4013367529247776
Creb1	Dhx9	0.4013267504086658
Rab14	Ndufb5	0.40132356072409064
Parp1	Add3	0.40130875142527916
Sf3b1	Tcp11l2	0.40130769286683243
Ikzf1	Zfp110	0.4012931524517621
Tbx21	Trp53inp1	0.4012744405578175
Rest	Psmc4	0.40126309016216405
Rbm17	Exosc7	0.40124899710533984
Ube2k	Atxn7l3b	0.4012477317820247
Mapk1	Kdm4c	0.40124113435543635
Thoc2	Slfn1	0.4012270419157534
Foxn3	Slc50a1	0.401212152532497
Ugp2	Ier3ip1	0.40120803770862473
Rab14	Dock10	0.40120440190615286
Lcor	Ptpre	0.40119645082334426
Hnrnpc	Wdr33	0.4011928102269592
Sf3b1	Cnbp	0.4011862558553102
Zfp407	Tmem191c	0.4011749369135181
Irf2	Igtp	0.40114733998841906
Hspa5	Atp6v0a2	0.4011429722645345
Nfyb	Rbm22	0.4011362496097239
Akr1a1	Nsun2	0.40112672856344445
Lcor	Tex261	0.40112112034847874
Snrnp70	Ubxn4	0.4010745806530923
Zbtb1	Mrps23	0.4010652749501938
Elf1	Crebrf	0.4010629081724931
Pik3c3	Nol7	0.4010161143447021
Sf3b1	Uqcrc2	0.4010148257682323
Irf2	Dcaf8	0.40100929714445693
Tbx21	Cnot4	0.40100512126714827
Irf1	Tmed3	0.4009907319071352
Smc3	Crlf3	0.4009859701921436
Kdm5a	Fam173a	0.40097883593998046
Vezf1	Mir155hg	0.40095132648017767
Sp3	Srsf6	0.40093123327977676
Nfyb	2010111I01Rik	0.40091826046739404
H2afy	Ociad1	0.4009082075940436
Zfp24	Srsf7	0.40090381106309536
Chd2	Isg20	0.4008732897890504
Nucb1	Erich1	0.400863063319579
Irf3	Yeats4	0.4008512757430237
Pqbp1	Rplp0	0.40083881791304216
Zfp407	Srsf6	0.40083471458118997
Git2	Armc7	0.40081684706692644
Gtf2f1	Celf1	0.40080333939295404
Irf1	Brd3	0.40077215090070517
Stat3	Ccm2	0.4007707424678702
Ubxn1	D3Ertd751e	0.4007694076338707
Zeb1	Dusp11	0.40076494107600236
Vezf1	Oxct1	0.40076231373419235
Psma6	Fis1	0.40073779496032064
Trp53	Glyr1	0.4007339510420541
Fli1	Ablim1	0.4007278830873073
Ubtf	Eea1	0.4007251189605425
Srp9	Prkcq	0.40072040710508355
Snrnp70	Asap1	0.4006927296556611
Ddit3	Rps5	0.40069012974955864
Supt20	Ms4a6b	0.4006614155933705
Ilf2	Vamp8	0.4006608073941897
Tbx21	Myl12a	0.40066075104957427
Topors	Gimap6	0.40065970228778636
Chd2	Sri	0.4006553701249792
Cers2	Yipf4	0.4006377715261377
Nelfb	Hyi	0.40062529813843717
Ssrp1	Nsun2	0.4006157638558605
Rnf114	Safb	0.4005971798315809
Zfp830	Ccr5	0.40058930341231935
Hnrnph3	Polr2b	0.40058718885213984
Xbp1	Atp6ap1	0.4005774859520196
Hes6	Appl1	0.40057418533044564
Hltf	Grpel1	0.4005641459554321
Rab14	Smim12	0.4005559106496754
Vps4b	Cox20	0.40055328056163186
Akr1a1	Prrc2b	0.4005315465062869
Pik3c3	Ngly1	0.4005195850931194
Ikzf3	Lrmp	0.40051929472485637
Cnot4	Dhrs7	0.4004641436285133
Klf6	Aurkaip1	0.4004502137499722
Ikzf3	S1pr4	0.40044125260826835
Chd1	Svil	0.40043186500222283
Klf3	Nln	0.40042849285927506
Zfp707	Tnik	0.4004233403255369
Ssrp1	Ikbkb	0.40039926957076605
Zbtb1	Nrf1	0.40037624733147137
Psma6	Igbp1	0.4003736606769112
Thoc2	Cggbp1	0.40034734723199883
Tagln2	Gm43362	0.4003391346547539
Irf7	Eif3c	0.400330313476905
Snrpb2	Ech1	0.4002935847954177
Xpa	Eif3g	0.4002923313716887
Sf3b1	Sub1	0.4002868465430704
Tsnax	Rsrp1	0.4002800153851774
Supt20	Msh2	0.40027307231399034
Nmi	Epsti1	0.40024259486370906
Irf2	Mier2	0.4002396553781984
Zfp407	mt-Nd2	0.40022021025344723
Noc2l	Tecpr1	0.40021519791589566
Fubp1	Coa3	0.4002103290872362
Rab2a	Fermt3	0.40020848906045164
Ddit3	Pex2	0.4002079518058609
Fubp1	Rac2	0.4002019497211243
Bdp1	Icam1	0.4001971537592564
Ssrp1	Ncl	0.40019552719875184
Zfp110	Idh3b	0.40019429981266463
Irf3	Dnaja2	0.4001939692632028
P4hb	Ascc3	0.4001864122073728
Stat4	Pttg1	0.4001856969672082
Nelfb	Ikbkb	0.4001847815236357
Zbtb38	Ly6c2	0.4001814376866121
Nfatc3	Tonsl	0.4001615497171085
Zbtb38	Ddx27	0.4001568847938724
Tsn	Stt3a	0.4001508214730285
Hif1a	Ttf1	0.4001435816114188
Psma6	Fam3c	0.4001325625412445
Tsc22d4	Rabgap1l	0.4001239920912842
Thoc2	Eea1	0.4001232586380956
