TF	target	importance
Ikzf3	Gripap1	270.43425500563404
Ikzf3	Ttc5	270.43425500563404
Ikzf3	Glmn	270.43425500563404
Ikzf3	Mrpl3	270.43425500563404
Ikzf3	Slc35b1	270.43425500563404
Ikzf3	D16Ertd472e	270.43425500563404
Ikzf3	Peak1	270.43425500563404
Ikzf3	Pigk	270.43425500563404
Ikzf3	Grpel1	270.43425500563404
Ikzf3	Fgd3	270.43425500563404
Ikzf3	Cwc27	270.43425500563404
Ikzf3	Cfap58	270.43425500563404
Ikzf3	Rsl1d1	270.43425500563404
Ikzf3	Golim4	270.43425500563404
Ikzf3	Rtfdc1	270.43425500563404
Ikzf3	Mphosph8	270.43425500563404
Ikzf3	Rspry1	270.43425500563404
Ikzf3	Casp1	270.43425500563404
Ikzf3	Penk	270.43425500563404
Ikzf3	Nifk	270.43425500563404
Ikzf3	Cklf	270.43425500563404
Ikzf3	5830428M24Rik	270.43425500563404
Ikzf3	Sptssa	270.43425500563404
Ikzf3	Rps6kb1	270.43425500563404
Ikzf3	Ddx27	270.43425500563404
Ikzf3	Stag2	270.43425500563404
Ikzf3	Mrps9	270.43425500563404
Ikzf3	Hyi	270.43425500563404
Ikzf3	Tmem208	270.43425500563404
Ikzf3	4931406P16Rik	270.43425500563404
Ikzf3	Chchd3	270.43425500563404
Ikzf3	Mrps26	270.43425500563404
Ikzf3	Samm50	270.43425500563404
Ikzf3	Med19	270.43425500563404
Ikzf3	Psmf1	270.43425500563404
Ikzf3	Spg21	270.43425500563404
Ikzf3	5830408C22Rik	270.43425500563404
Ikzf3	Med10	270.43425500563404
Ikzf3	Slf2	270.43425500563404
Ikzf3	Tomm22	270.43425500563404
Ikzf3	Itgb1bp1	270.43425500563404
Ikzf3	Dusp6	270.43425500563404
Ikzf3	Rexo5	270.43425500563404
Ikzf3	Fam172a	270.43425500563404
Ikzf3	Dubr	270.43425500563404
Ikzf3	Gpatch1	270.43425500563404
Ikzf3	Prpf6	270.43425500563404
Ikzf3	Emc2	270.43425500563404
Ikzf3	Slc39a6	270.43425500563404
Ikzf3	Cib1	270.43425500563404
Ikzf3	Tmem203	270.43425500563404
Ikzf3	Ndufv1	270.43425500563404
Yeats4	Smarcc2	266.86681677925117
Rbms1	Ppp6r3	265.81139389464454
Rbms1	Snap47	265.81139389464454
Rbms1	Eps15	265.81139389464454
Topors	Smarcc2	260.19514635976986
Zcchc17	Pik3c3	253.4854245880862
Srp9	Pik3c3	252.69328263624845
Srp9	Lcor	250.17645674849035
2810403A07Rik	Ppp6r3	247.35226931862752
2810403A07Rik	Snap47	247.35226931862752
2810403A07Rik	Eps15	247.35226931862752
Nr3c1	Xbp1	241.64889836531628
Nr3c1	Ugp2	238.42917251051892
Zfp24	Eps15	236.27679457301736
Zfp24	Snap47	236.27679457301736
Zfp24	Ppp6r3	236.27679457301736
Nmi	Cwc27	235.7631966715784
Nmi	5830428M24Rik	235.7631966715784
Nmi	4632427E13Rik	235.7631966715784
Nmi	Rps6kb1	235.7631966715784
Nmi	Psmf1	235.7631966715784
Nmi	Naxe	235.7631966715784
Nmi	Dcp2	235.7631966715784
Nmi	Serpinb6b	235.7631966715784
Nmi	Mrps9	235.7631966715784
Nmi	Utp3	235.7631966715784
Nmi	Stag2	235.7631966715784
Nmi	Gm37967	235.7631966715784
Nmi	Rsl1d1	235.7631966715784
Nmi	Armc7	235.7631966715784
Nmi	Samm50	235.7631966715784
Nmi	Rnf20	235.7631966715784
Nmi	Lin7c	235.7631966715784
Nmi	Ddx27	235.7631966715784
Nmi	Mrps26	235.7631966715784
Nmi	Ndufv1	235.7631966715784
Nmi	Rnasel	235.7631966715784
Nmi	Tmem203	235.7631966715784
Nmi	Spg21	235.7631966715784
Nmi	Slc4a1ap	235.7631966715784
Nmi	Glmn	235.7631966715784
Nmi	Itgb1bp1	235.7631966715784
Nmi	Crcp	235.7631966715784
Nmi	Necap2	235.7631966715784
Nmi	Dubr	235.7631966715784
Nmi	Gpatch1	235.7631966715784
Nmi	Dctn3	235.7631966715784
Nmi	Pigk	235.7631966715784
Nmi	Tomm22	235.7631966715784
Nmi	Slf2	235.7631966715784
Nmi	Dpp8	235.7631966715784
Nmi	Grpel1	235.7631966715784
Nmi	Fgd3	235.7631966715784
Nmi	Sptssa	235.7631966715784
Nmi	Med10	235.7631966715784
Nmi	Slc35b1	235.7631966715784
Nmi	Mrpl3	235.7631966715784
Nmi	Pycr2	235.7631966715784
Nmi	Oard1	235.7631966715784
Nmi	Golim4	235.7631966715784
Nmi	5830408C22Rik	235.7631966715784
Nmi	Fam172a	235.7631966715784
Nmi	Dusp6	235.7631966715784
Nmi	Cox14	235.7631966715784
Nmi	Gripap1	235.7631966715784
Nmi	D16Ertd472e	235.7631966715784
Nmi	Vamp4	235.7631966715784
Nmi	Dhps	235.7631966715784
Nmi	Rtfdc1	235.7631966715784
Nmi	4931406P16Rik	235.7631966715784
Nmi	Rspry1	235.7631966715784
Nmi	Uap1l1	235.7631966715784
Nmi	Sharpin	235.7631966715784
Nmi	Rab24	235.7631966715784
Nmi	Mphosph8	235.7631966715784
Nmi	Cfap58	235.7631966715784
Nmi	Shoc2	235.7631966715784
Nmi	Mtif3	235.7631966715784
Nmi	Slc39a6	235.7631966715784
Nmi	Strap	235.7631966715784
Nmi	Prpf6	235.7631966715784
Nmi	Hyi	235.7631966715784
Nmi	Tmem191c	235.7631966715784
Nmi	Lpxn	235.7631966715784
Nmi	Casp1	235.7631966715784
Nmi	Emc2	235.7631966715784
Nmi	Tmem208	235.7631966715784
Nmi	Med19	235.7631966715784
Nmi	Nifk	235.7631966715784
Nmi	Penk	235.7631966715784
Nmi	Rexo5	235.7631966715784
Nmi	Cib1	235.7631966715784
Nmi	Cd200r1	235.7631966715784
Nmi	Cklf	235.7631966715784
Nmi	Rbm48	235.7631966715784
Nmi	Faap20	235.7631966715784
Nmi	Peak1	235.7631966715784
Nmi	Sephs2	235.7631966715784
Nmi	Ttc5	235.7631966715784
Nmi	Chd4	235.7631966715784
Nmi	Nfrkb	235.7631966715784
Nmi	Nsmce2	235.7631966715784
Nmi	Chchd3	235.7631966715784
Nmi	Opa1	235.7631966715784
Hltf	Zfx	235.21390830066477
Sf3b1	Kdm4c	234.90199190540432
Sf3b1	Pik3c3	234.47401774397972
Sf3b1	Lcor	232.1386557917026
Eef1d	Kdm4c	218.23664788508847
Rela	Zfx	217.3171978864837
Kdm5a	Kdm4c	215.8558844536148
Cers4	Kdm4c	215.8558844536148
Eef1d	Lcor	215.66935926593996
2810403A07Rik	Ugp2	215.63814866760168
Cers4	Lcor	213.31660261940243
Srp9	Xbp1	213.21961620469085
Hspa5	Eps15	212.27993262419528
Hspa5	Ppp6r3	212.27993262419528
Hspa5	Snap47	212.27993262419528
Srp9	Ugp2	210.3786816269285
Aggf1	Lcor	207.04258489530235
Gtf2f1	Zfx	206.23828191580023
Rest	Tmem191c	201.09213833752273
Rest	Itgb1bp1	201.09213833752273
Rest	Med19	201.09213833752273
Rest	Lin7c	201.09213833752273
Rest	5830428M24Rik	201.09213833752273
Rest	Dubr	201.09213833752273
Rest	Dusp6	201.09213833752273
Rest	Dcp2	201.09213833752273
Rest	D16Ertd472e	201.09213833752273
Rest	Tomm22	201.09213833752273
Rest	Ndufv1	201.09213833752273
Rest	Chd4	201.09213833752273
Rest	Slf2	201.09213833752273
Rest	Rab24	201.09213833752273
Rest	Prpf6	201.09213833752273
Rest	Opa1	201.09213833752273
Rest	Naxe	201.09213833752273
Rest	Vamp4	201.09213833752273
Rest	Glmn	201.09213833752273
Rest	Cfap58	201.09213833752273
Rest	Rnf20	201.09213833752273
Rest	Slc4a1ap	201.09213833752273
Rest	Mrps9	201.09213833752273
Rest	Shoc2	201.09213833752273
Rest	Cib1	201.09213833752273
Rest	Armc7	201.09213833752273
Rest	Cklf	201.09213833752273
Rest	Mrpl3	201.09213833752273
Rest	Strap	201.09213833752273
Rest	Uap1l1	201.09213833752273
Rest	Slc35b1	201.09213833752273
Rest	Spg21	201.09213833752273
Rest	Rbm48	201.09213833752273
Rest	Pycr2	201.09213833752273
Rest	Peak1	201.09213833752273
Rest	Rtfdc1	201.09213833752273
Rest	Nsmce2	201.09213833752273
Rest	Sephs2	201.09213833752273
Rest	Ttc5	201.09213833752273
Rest	Nfrkb	201.09213833752273
Rest	Golim4	201.09213833752273
Rest	Casp1	201.09213833752273
Rest	Utp3	201.09213833752273
Rest	Chchd3	201.09213833752273
Rest	Mrps26	201.09213833752273
Rest	Ddx27	201.09213833752273
Rest	Rsl1d1	201.09213833752273
Rest	4632427E13Rik	201.09213833752273
Rest	Serpinb6b	201.09213833752273
Rest	Stag2	201.09213833752273
Rest	Tmem203	201.09213833752273
Rest	Gm37967	201.09213833752273
Rest	Cwc27	201.09213833752273
Rest	Dhps	201.09213833752273
Rest	Hyi	201.09213833752273
Rest	Penk	201.09213833752273
Rest	Nifk	201.09213833752273
Rest	Rexo5	201.09213833752273
Rest	Slc39a6	201.09213833752273
Rest	Tmem208	201.09213833752273
Rest	Emc2	201.09213833752273
Rest	Sharpin	201.09213833752273
Rest	Faap20	201.09213833752273
Rest	Rspry1	201.09213833752273
Rest	Mtif3	201.09213833752273
Rest	4931406P16Rik	201.09213833752273
Rest	Mphosph8	201.09213833752273
Rest	Lpxn	201.09213833752273
Rest	Psmf1	201.09213833752273
Rest	Rnasel	201.09213833752273
Rest	Rps6kb1	201.09213833752273
Rest	Fgd3	201.09213833752273
Rest	5830408C22Rik	201.09213833752273
Rest	Fam172a	201.09213833752273
Rest	Sptssa	201.09213833752273
Rest	Med10	201.09213833752273
Rest	Dpp8	201.09213833752273
Rest	Pigk	201.09213833752273
Rest	Grpel1	201.09213833752273
Rest	Dctn3	201.09213833752273
Rest	Oard1	201.09213833752273
Rest	Gripap1	201.09213833752273
Rest	Samm50	201.09213833752273
Rest	Gpatch1	201.09213833752273
Rest	Cox14	201.09213833752273
Rest	Crcp	201.09213833752273
Rest	Necap2	201.09213833752273
Rest	Cd200r1	201.09213833752273
Nr3c1	Smarcc2	200.15011258443832
Klf6	Xbp1	199.0049751243781
Yeats4	Xbp1	199.0049751243781
Snrpb2	Pik3c3	196.45120405576682
Klf6	Ugp2	196.35343618513323
Ctcf	Slf2	195.8914795874144
Ctcf	Gm37967	195.8914795874144
Ctcf	Slc39a6	195.8914795874144
Ctcf	Itgb1bp1	195.8914795874144
Ctcf	Psmf1	195.8914795874144
Ctcf	Tmem208	195.8914795874144
Ctcf	Opa1	195.8914795874144
Ctcf	Med10	195.8914795874144
Ctcf	Utp3	195.8914795874144
Ctcf	Tomm22	195.8914795874144
Ctcf	Mtif3	195.8914795874144
Ctcf	Crcp	195.8914795874144
Ctcf	Samm50	195.8914795874144
Ctcf	Cib1	195.8914795874144
Ctcf	Shoc2	195.8914795874144
Ctcf	Hyi	195.8914795874144
Ctcf	Vamp4	195.8914795874144
Ctcf	Rnf20	195.8914795874144
Ctcf	4632427E13Rik	195.8914795874144
Ctcf	Cklf	195.8914795874144
Ctcf	Dubr	195.8914795874144
Ctcf	5830408C22Rik	195.8914795874144
Ctcf	Sephs2	195.8914795874144
Ctcf	5830428M24Rik	195.8914795874144
Ctcf	Nfrkb	195.8914795874144
Ctcf	Mrps26	195.8914795874144
Ctcf	Cfap58	195.8914795874144
Ctcf	Chchd3	195.8914795874144
Ctcf	Rps6kb1	195.8914795874144
Ctcf	Fam172a	195.8914795874144
Ctcf	Rab24	195.8914795874144
Ctcf	4931406P16Rik	195.8914795874144
Ctcf	Oard1	195.8914795874144
Ctcf	Stag2	195.8914795874144
Ctcf	Dhps	195.8914795874144
Ctcf	Lpxn	195.8914795874144
Ctcf	Cd200r1	195.8914795874144
Ctcf	Rbm48	195.8914795874144
Ctcf	Dctn3	195.8914795874144
Ctcf	Dcp2	195.8914795874144
Ctcf	Peak1	195.8914795874144
Ctcf	Necap2	195.8914795874144
Ctcf	Lin7c	195.8914795874144
Ctcf	Nsmce2	195.8914795874144
Ctcf	Ttc5	195.8914795874144
Ctcf	D16Ertd472e	195.8914795874144
Ctcf	Tmem203	195.8914795874144
Ctcf	Golim4	195.8914795874144
Ctcf	Slc35b1	195.8914795874144
Ctcf	Mphosph8	195.8914795874144
Ctcf	Gpatch1	195.8914795874144
Ctcf	Mrpl3	195.8914795874144
Ctcf	Mrps9	195.8914795874144
Ctcf	Glmn	195.8914795874144
Ctcf	Sptssa	195.8914795874144
Ctcf	Casp1	195.8914795874144
Ctcf	Ndufv1	195.8914795874144
Ctcf	Dusp6	195.8914795874144
Ctcf	Emc2	195.8914795874144
Ctcf	Ddx27	195.8914795874144
Ctcf	Serpinb6b	195.8914795874144
Ctcf	Gripap1	195.8914795874144
Ctcf	Grpel1	195.8914795874144
Ctcf	Rsl1d1	195.8914795874144
Ctcf	Spg21	195.8914795874144
Ctcf	Cox14	195.8914795874144
Ctcf	Fgd3	195.8914795874144
Ctcf	Pycr2	195.8914795874144
Ctcf	Dpp8	195.8914795874144
Ctcf	Rnasel	195.8914795874144
Ctcf	Rtfdc1	195.8914795874144
Ctcf	Pigk	195.8914795874144
Ctcf	Naxe	195.8914795874144
Ctcf	Sharpin	195.8914795874144
Ctcf	Cwc27	195.8914795874144
Ctcf	Rexo5	195.8914795874144
Ctcf	Slc4a1ap	195.8914795874144
Ctcf	Faap20	195.8914795874144
Ctcf	Chd4	195.8914795874144
Ctcf	Strap	195.8914795874144
Ctcf	Med19	195.8914795874144
Ctcf	Penk	195.8914795874144
Ctcf	Armc7	195.8914795874144
Ctcf	Nifk	195.8914795874144
Ctcf	Prpf6	195.8914795874144
Ctcf	Tmem191c	195.8914795874144
Ctcf	Rspry1	195.8914795874144
Ctcf	Uap1l1	195.8914795874144
Kdm5a	Xbp1	195.4513148542999
Vezf1	Pik3c3	194.8669201520913
Zcchc17	Ppp6r3	192.89785181937745
Zcchc17	Snap47	192.89785181937745
Zcchc17	Eps15	192.89785181937745
Kdm5a	Ugp2	192.8471248246844
Ubtf	Zfx	190.89824441793078
Klf6	Zfx	190.89824441793078
Hes6	Pik3c3	190.11406844106463
Kdm5a	Zfx	187.48934719618202
Kdm5a	Smarcc2	186.80677174547577
P4hb	Snap47	184.5912457601698
Cers2	Eps15	184.5912457601698
P4hb	Eps15	184.5912457601698
P4hb	Ppp6r3	184.5912457601698
Cers2	Ppp6r3	184.5912457601698
Cers2	Snap47	184.5912457601698
Exosc3	Tmem203	180.28950333708937
Exosc3	Rnasel	180.28950333708937
