TF,GENE,abs
Ezh2,0610030E20Rik,3.7926236786846834
Ezh2,1810058I24Rik,3.9682075047180376
Ezh2,2210016F16Rik,2.470725331226192
Ezh2,2410015M20Rik,3.9682075047180376
Ezh2,Abi1,3.908070783931629
Ezh2,Acbd5,0.10607151121370562
Ezh2,Acin1,0.10607151121370562
Ezh2,Adam10,3.8019992727179233
Ezh2,Adipor1,2.470725331226192
Ezh2,Aftph,3.8019992727179233
Ezh2,Aggf1,2.5888650389432786
Ezh2,Agpat3,1.2518533659904754
Ezh2,Ahnak,3.908070783931629
Ezh2,Aifm1,3.8019992727179233
Ezh2,Akap13,1.9061949357315036
Ezh2,Akap8,3.7926236786846834
Ezh2,Akr1b10,2.0803803305493607
Ezh2,Ankhd1,2.470725331226192
Ezh2,Ankrd10,1.9919955310256818
Ezh2,Ankrd39,0.5987743626878492
Ezh2,Anp32e,2.018741283199262
Ezh2,Ap3b1,3.429401181411202
Ezh2,Arglu1,0.2170499186304304
Ezh2,Arhgap10,1.2518533659904754
Ezh2,Arhgap15,1.8761597622681248
Ezh2,Arhgap25,2.470725331226192
Ezh2,Arhgef3,3.908070783931629
Ezh2,Arid4a,0.10607151121370562
Ezh2,Arpp19,0.1961626356235412
Ezh2,Ash1l,3.908070783931629
Ezh2,Asxl2,3.908070783931629
Ezh2,Atg3,3.8019992727179233
Ezh2,Atp2b1,3.7926236786846834
Ezh2,Atp5a1,0.4786696025204269
Ezh2,Atp6v0a2,1.4532977965229568
Ezh2,Atxn10,4.1002990949430425
Ezh2,BC004004,0.10607151121370562
Ezh2,Bag4,3.8019992727179233
Ezh2,Bag5,3.908070783931629
Ezh2,Bbx,1.9081315374886234
Ezh2,Bdp1,2.470725331226192
Ezh2,Bnip2,3.9682075047180376
Ezh2,Brd2,3.8019992727179233
Ezh2,Bscl2,3.908070783931629
Ezh2,Bub3,2.470725331226192
Ezh2,Calm2,3.429401181411202
Ezh2,Camk2d,3.8019992727179233
Ezh2,Casp8ap2,3.908070783931629
Ezh2,Ccar1,0.10607151121370562
Ezh2,Ccdc12,0.10607151121370562
Ezh2,Ccdc127,3.8019992727179233
